"gameID","gameSize","mission","deployment"
"0094","3300","Tide Of Carnage","Vanguard Strike"
"0095","1300","Onslaught","Hammer And Anvil"
"0096","4150","Blood Feud","Vanguard Strike"
"0097","4300","War Of Lies","Vanguard Strike"
"0098","1900","War Of Lies","Hammer And Anvil"
"0099","4900","Shatter Strike","Ambush"
"0100","3700","Dominion","Vanguard Strike"
"0101","4250","Shatter Strike","Hammer And Anvil"
"0102","2850","Shatter Strike","Clash Of The Line"
"0103","4750","Tide Of Carnage","Hammer And Anvil"
"0104","1850","Blood Feud","Search And Destroy"
"0105","4250","Blood Feud","Hammer And Anvil"
"0106","4700","Dominion","Search And Destroy"
"0107","1850","War Of Lies","Vanguard Strike"
"0108","3550","Onslaught","Vanguard Strike"
"0109","4550","Shatter Strike","Vanguard Strike"
"0110","4350","Tide Of Carnage","Vanguard Strike"
"0111","1900","Onslaught","Ambush"
"0112","4950","Blood Feud","Ambush"
"0113","2350","Dominion","Hammer And Anvil"
"0114","3900","Tide Of Carnage","Ambush"
"0115","1150","War Of Lies","Clash Of The Line"
"0116","3150","Tide Of Carnage","Ambush"
"0117","3750","War Of Lies","Hammer And Anvil"
"0118","3100","War Of Lies","Ambush"
"0119","1700","Onslaught","Hammer And Anvil"
"0120","3950","Blood Feud","Ambush"
"0121","3800","War Of Lies","Ambush"
"0122","2050","Onslaught","Ambush"
"0123","4000","Blood Feud","Search And Destroy"
"0124","2350","Onslaught","Hammer And Anvil"
"0125","1850","Dominion","Clash Of The Line"
"0126","4200","Dominion","Hammer And Anvil"
"0127","3700","Tide Of Carnage","Clash Of The Line"
"0128","3900","Onslaught","Clash Of The Line"
"0129","3750","Dominion","Search And Destroy"
"0130","3750","Blood Feud","Vanguard Strike"
"0131","4700","Shatter Strike","Vanguard Strike"
"0132","4800","War Of Lies","Dawn Of War"
"0133","3650","Blood Feud","Search And Destroy"
"0134","2750","Onslaught","Vanguard Strike"
"0135","1250","Tide Of Carnage","Search And Destroy"
"0136","4300","Shatter Strike","Ambush"
"0137","2100","Dominion","Vanguard Strike"
"0138","3400","War Of Lies","Dawn Of War"
"0139","2650","Shatter Strike","Clash Of The Line"
"0140","1250","Tide Of Carnage","Dawn Of War"
"0141","1950","Dominion","Search And Destroy"
"0142","3100","Blood Feud","Clash Of The Line"
"0143","1900","Onslaught","Dawn Of War"
"0144","4800","Blood Feud","Clash Of The Line"
"0145","4950","Dominion","Ambush"
"0146","3300","Shatter Strike","Search And Destroy"
"0147","4200","Blood Feud","Search And Destroy"
"0148","3600","Tide Of Carnage","Search And Destroy"
"0149","3550","Tide Of Carnage","Dawn Of War"
"0150","2900","Dominion","Search And Destroy"
"0151","1250","Onslaught","Hammer And Anvil"
"0152","1450","Dominion","Dawn Of War"
"0153","1700","Blood Feud","Vanguard Strike"
"0154","4800","War Of Lies","Dawn Of War"
"0155","1350","Tide Of Carnage","Search And Destroy"
"0156","2700","Onslaught","Clash Of The Line"
"0157","4150","Shatter Strike","Search And Destroy"
"0158","2100","Dominion","Dawn Of War"
"0159","4600","Blood Feud","Search And Destroy"
"0160","2350","Dominion","Dawn Of War"
"0161","2250","Dominion","Ambush"
"0162","1200","Onslaught","Clash Of The Line"
"0163","4100","Onslaught","Ambush"
"0164","2550","War Of Lies","Search And Destroy"
"0165","2800","Tide Of Carnage","Vanguard Strike"
"0166","3500","Onslaught","Dawn Of War"
"0167","4350","Dominion","Search And Destroy"
"0168","3000","Tide Of Carnage","Search And Destroy"
"0169","3550","Shatter Strike","Clash Of The Line"
"0170","4600","Tide Of Carnage","Dawn Of War"
"0171","3900","War Of Lies","Hammer And Anvil"
"0172","3050","War Of Lies","Ambush"
"0173","3250","Tide Of Carnage","Hammer And Anvil"
"0174","4700","Blood Feud","Hammer And Anvil"
"0175","1050","Shatter Strike","Clash Of The Line"
"0176","1950","Dominion","Clash Of The Line"
"0177","2350","Shatter Strike","Dawn Of War"
"0178","3350","Onslaught","Hammer And Anvil"
"0179","1900","Onslaught","Clash Of The Line"
"0180","4900","Tide Of Carnage","Vanguard Strike"
"0181","1350","Dominion","Clash Of The Line"
"0182","3200","Dominion","Hammer And Anvil"
"0183","4650","Blood Feud","Clash Of The Line"
"0184","1200","Onslaught","Dawn Of War"
"0185","1850","Tide Of Carnage","Search And Destroy"
"0186","4800","Tide Of Carnage","Clash Of The Line"
"0187","4750","Dominion","Hammer And Anvil"
"0188","2100","Onslaught","Dawn Of War"
"0189","1200","Onslaught","Ambush"
"0190","1150","Blood Feud","Ambush"
"0191","3150","Shatter Strike","Hammer And Anvil"
"0192","3800","War Of Lies","Dawn Of War"
"0193","2750","War Of Lies","Hammer And Anvil"
"0194","4550","Shatter Strike","Ambush"
"0195","2950","Dominion","Search And Destroy"
"0196","2650","Onslaught","Vanguard Strike"
"0197","3150","Shatter Strike","Hammer And Anvil"
"0198","4550","Onslaught","Search And Destroy"
"0199","3000","Tide Of Carnage","Hammer And Anvil"
"0200","4550","Shatter Strike","Clash Of The Line"
"0201","2900","Blood Feud","Hammer And Anvil"
"0202","4350","Blood Feud","Dawn Of War"
"0203","4200","Onslaught","Clash Of The Line"
"0204","1900","Blood Feud","Search And Destroy"
"0205","2400","War Of Lies","Hammer And Anvil"
"0206","4050","War Of Lies","Vanguard Strike"
"0207","2100","War Of Lies","Ambush"
"0208","3400","Blood Feud","Ambush"
"0209","1800","War Of Lies","Ambush"
"0210","2550","War Of Lies","Ambush"
"0211","3450","Tide Of Carnage","Dawn Of War"
"0212","4850","War Of Lies","Vanguard Strike"
"0213","3300","Shatter Strike","Ambush"
"0214","1550","War Of Lies","Ambush"
"0215","4350","Blood Feud","Search And Destroy"
"0216","2300","Blood Feud","Dawn Of War"
"0217","2900","Onslaught","Vanguard Strike"
"0218","3600","Tide Of Carnage","Clash Of The Line"
"0219","2550","Blood Feud","Dawn Of War"
"0220","3450","Onslaught","Hammer And Anvil"
"0221","1200","Onslaught","Ambush"
"0222","4000","War Of Lies","Hammer And Anvil"
"0223","3400","Blood Feud","Clash Of The Line"
"0224","3200","Tide Of Carnage","Clash Of The Line"
"0225","3450","Onslaught","Clash Of The Line"
"0226","3750","War Of Lies","Dawn Of War"
"0227","3150","Onslaught","Vanguard Strike"
"0228","1200","Shatter Strike","Ambush"
"0229","1350","Onslaught","Ambush"
"0230","1500","Dominion","Ambush"
"0231","4950","Dominion","Dawn Of War"
"0232","4300","Shatter Strike","Clash Of The Line"
"0233","2800","Onslaught","Search And Destroy"
"0234","1250","Shatter Strike","Vanguard Strike"
"0235","1650","Dominion","Clash Of The Line"
"0236","2250","Onslaught","Dawn Of War"
"0237","1350","Dominion","Dawn Of War"
"0238","4150","Onslaught","Ambush"
"0239","1300","War Of Lies","Clash Of The Line"
"0240","3550","Tide Of Carnage","Clash Of The Line"
"0241","4750","Tide Of Carnage","Hammer And Anvil"
"0242","4100","Blood Feud","Hammer And Anvil"
"0243","1100","Shatter Strike","Dawn Of War"
"0244","2650","War Of Lies","Search And Destroy"
"0245","3850","Shatter Strike","Search And Destroy"
"0246","2850","Blood Feud","Hammer And Anvil"
"0247","2600","War Of Lies","Dawn Of War"
"0248","3200","Dominion","Search And Destroy"
"0249","3500","Tide Of Carnage","Dawn Of War"
"0250","1000","War Of Lies","Hammer And Anvil"
"0251","3800","Onslaught","Clash Of The Line"
"0252","3000","Tide Of Carnage","Vanguard Strike"
"0253","1200","Onslaught","Dawn Of War"
"0254","4950","Shatter Strike","Dawn Of War"
"0255","4500","War Of Lies","Dawn Of War"
"0256","3600","War Of Lies","Vanguard Strike"
"0257","1700","Dominion","Dawn Of War"
"0258","4650","Tide Of Carnage","Search And Destroy"
"0259","1850","Tide Of Carnage","Dawn Of War"
"0260","4950","Tide Of Carnage","Dawn Of War"
"0261","4200","Tide Of Carnage","Search And Destroy"
"0262","3750","Shatter Strike","Dawn Of War"
"0263","1250","Blood Feud","Search And Destroy"
"0264","4850","Blood Feud","Vanguard Strike"
"0265","4600","Onslaught","Clash Of The Line"
"0266","1450","Tide Of Carnage","Clash Of The Line"
"0267","4650","Shatter Strike","Search And Destroy"
"0268","2350","Dominion","Hammer And Anvil"
"0269","4400","Onslaught","Hammer And Anvil"
"0270","4000","Onslaught","Search And Destroy"
"0271","3150","Onslaught","Vanguard Strike"
"0272","4200","Shatter Strike","Vanguard Strike"
"0273","3700","War Of Lies","Hammer And Anvil"
"0274","2900","Shatter Strike","Clash Of The Line"
"0275","1050","Dominion","Dawn Of War"
"0276","2150","Dominion","Vanguard Strike"
"0277","2400","Dominion","Hammer And Anvil"
"0278","3400","War Of Lies","Hammer And Anvil"
"0279","1950","Onslaught","Dawn Of War"
"0280","3950","Blood Feud","Vanguard Strike"
"0281","4750","Onslaught","Vanguard Strike"
"0282","3700","Shatter Strike","Ambush"
"0283","4150","Onslaught","Ambush"
"0284","3900","Shatter Strike","Search And Destroy"
"0285","4000","Onslaught","Hammer And Anvil"
"0286","2500","War Of Lies","Clash Of The Line"
"0287","5000","Shatter Strike","Vanguard Strike"
"0288","4550","Dominion","Dawn Of War"
"0289","1850","War Of Lies","Search And Destroy"
"0290","1850","Tide Of Carnage","Search And Destroy"
"0291","2750","Blood Feud","Hammer And Anvil"
"0292","2500","Blood Feud","Dawn Of War"
"0293","1450","Tide Of Carnage","Hammer And Anvil"
"0294","1800","Dominion","Vanguard Strike"
"0295","3100","Tide Of Carnage","Dawn Of War"
"0296","1700","Onslaught","Ambush"
"0297","3300","War Of Lies","Search And Destroy"
"0298","1700","Shatter Strike","Dawn Of War"
"0299","3750","Tide Of Carnage","Hammer And Anvil"
"0300","5000","War Of Lies","Hammer And Anvil"
"0301","3900","Blood Feud","Search And Destroy"
"0302","4400","Dominion","Search And Destroy"
"0303","1100","Dominion","Clash Of The Line"
"0304","4350","War Of Lies","Dawn Of War"
"0305","2750","Dominion","Dawn Of War"
"0306","3050","Blood Feud","Hammer And Anvil"
"0307","3000","Dominion","Hammer And Anvil"
"0308","4500","Tide Of Carnage","Search And Destroy"
"0309","1850","Tide Of Carnage","Vanguard Strike"
"0310","1850","War Of Lies","Clash Of The Line"
"0311","2300","Blood Feud","Ambush"
"0312","2050","Onslaught","Hammer And Anvil"
"0313","2050","Dominion","Search And Destroy"
"0314","1850","Shatter Strike","Clash Of The Line"
"0315","3600","Onslaught","Dawn Of War"
"0316","3500","Shatter Strike","Vanguard Strike"
"0317","1850","Dominion","Vanguard Strike"
"0318","3250","Blood Feud","Clash Of The Line"
"0319","3750","Shatter Strike","Vanguard Strike"
"0320","3400","War Of Lies","Hammer And Anvil"
"0321","1600","Onslaught","Search And Destroy"
"0322","1850","Shatter Strike","Hammer And Anvil"
"0323","4950","Tide Of Carnage","Dawn Of War"
"0324","4800","Tide Of Carnage","Search And Destroy"
"0325","4450","Tide Of Carnage","Vanguard Strike"
"0326","3050","Shatter Strike","Ambush"
"0327","3250","Blood Feud","Vanguard Strike"
"0328","3900","Blood Feud","Ambush"
"0329","3050","Blood Feud","Hammer And Anvil"
"0330","1400","Dominion","Dawn Of War"
"0331","2650","War Of Lies","Search And Destroy"
"0332","4950","Dominion","Hammer And Anvil"
"0333","1850","Tide Of Carnage","Vanguard Strike"
"0334","3700","Shatter Strike","Ambush"
"0335","1300","Blood Feud","Hammer And Anvil"
"0336","3200","Tide Of Carnage","Vanguard Strike"
"0337","3350","Blood Feud","Clash Of The Line"
"0338","3150","War Of Lies","Vanguard Strike"
"0339","2100","Tide Of Carnage","Clash Of The Line"
"0340","4650","Onslaught","Hammer And Anvil"
"0341","1200","Shatter Strike","Dawn Of War"
"0342","1950","Shatter Strike","Hammer And Anvil"
"0343","2450","Shatter Strike","Vanguard Strike"
"0344","1250","Dominion","Ambush"
"0345","4400","War Of Lies","Vanguard Strike"
"0346","3200","Tide Of Carnage","Dawn Of War"
"0347","2050","War Of Lies","Clash Of The Line"
"0348","2700","Onslaught","Search And Destroy"
"0349","4000","Blood Feud","Dawn Of War"
"0350","3050","Onslaught","Dawn Of War"
"0351","4350","Blood Feud","Hammer And Anvil"
"0352","1300","Dominion","Hammer And Anvil"
"0353","3150","Blood Feud","Ambush"
"0354","4150","Shatter Strike","Search And Destroy"
"0355","2200","Tide Of Carnage","Vanguard Strike"
"0356","2000","Blood Feud","Hammer And Anvil"
"0357","1100","War Of Lies","Vanguard Strike"
"0358","4150","Onslaught","Clash Of The Line"
"0359","4750","Blood Feud","Search And Destroy"
"0360","2600","Onslaught","Ambush"
"0361","1750","Dominion","Vanguard Strike"
"0362","1250","War Of Lies","Search And Destroy"
"0363","3400","War Of Lies","Hammer And Anvil"
"0364","3550","War Of Lies","Vanguard Strike"
"0365","3100","Blood Feud","Vanguard Strike"
"0366","1150","War Of Lies","Ambush"
"0367","2600","Dominion","Search And Destroy"
"0368","1950","Shatter Strike","Search And Destroy"
"0369","2450","War Of Lies","Dawn Of War"
"0370","1100","Shatter Strike","Search And Destroy"
"0371","4850","Dominion","Clash Of The Line"
"0372","1800","Onslaught","Ambush"
"0373","4050","Tide Of Carnage","Ambush"
"0374","4950","Blood Feud","Hammer And Anvil"
"0375","1550","Shatter Strike","Vanguard Strike"
"0376","3900","Shatter Strike","Hammer And Anvil"
"0377","1300","Tide Of Carnage","Clash Of The Line"
"0378","3800","Shatter Strike","Dawn Of War"
"0379","4050","Onslaught","Hammer And Anvil"
"0380","2900","War Of Lies","Ambush"
"0381","4500","Dominion","Ambush"
"0382","1850","Tide Of Carnage","Hammer And Anvil"
"0383","2950","War Of Lies","Search And Destroy"
"0384","3400","Shatter Strike","Vanguard Strike"
"0385","4550","Blood Feud","Search And Destroy"
"0386","3050","War Of Lies","Search And Destroy"
"0387","1950","Tide Of Carnage","Search And Destroy"
"0388","3300","Shatter Strike","Dawn Of War"
"0389","3400","War Of Lies","Search And Destroy"
"0390","4600","Dominion","Vanguard Strike"
"0391","1900","War Of Lies","Clash Of The Line"
"0392","3500","Shatter Strike","Hammer And Anvil"
"0393","2850","War Of Lies","Clash Of The Line"
"0394","2200","Dominion","Search And Destroy"
"0395","2000","Tide Of Carnage","Vanguard Strike"
"0396","3200","Onslaught","Search And Destroy"
"0397","1450","Blood Feud","Vanguard Strike"
"0398","3550","Onslaught","Vanguard Strike"
"0399","2950","Shatter Strike","Dawn Of War"
"0400","2400","Blood Feud","Hammer And Anvil"
"0401","2300","Dominion","Search And Destroy"
"0402","4900","Dominion","Dawn Of War"
"0403","1750","Onslaught","Clash Of The Line"
"0404","3650","Onslaught","Search And Destroy"
"0405","1350","Dominion","Dawn Of War"
"0406","1500","Shatter Strike","Clash Of The Line"
"0407","3650","Dominion","Search And Destroy"
"0408","4800","Dominion","Hammer And Anvil"
"0409","2650","Shatter Strike","Hammer And Anvil"
"0410","1950","War Of Lies","Clash Of The Line"
"0411","1350","Blood Feud","Ambush"
"0412","3400","Dominion","Hammer And Anvil"
"0413","3650","Blood Feud","Search And Destroy"
"0414","4700","Dominion","Clash Of The Line"
"0415","1150","War Of Lies","Hammer And Anvil"
"0416","4850","War Of Lies","Ambush"
"0417","3650","Shatter Strike","Ambush"
"0418","1100","War Of Lies","Vanguard Strike"
"0419","2050","Onslaught","Vanguard Strike"
"0420","2900","Tide Of Carnage","Clash Of The Line"
"0421","4100","Onslaught","Ambush"
"0422","4300","Onslaught","Clash Of The Line"
"0423","2800","Tide Of Carnage","Hammer And Anvil"
"0424","2950","War Of Lies","Search And Destroy"
"0425","2500","Blood Feud","Search And Destroy"
"0426","1300","War Of Lies","Hammer And Anvil"
"0427","2800","Onslaught","Search And Destroy"
"0428","4550","Blood Feud","Clash Of The Line"
"0429","3800","Dominion","Ambush"
"0430","4900","Dominion","Hammer And Anvil"
"0431","2750","Tide Of Carnage","Hammer And Anvil"
"0432","2800","Shatter Strike","Search And Destroy"
"0433","2100","Dominion","Dawn Of War"
"0434","3150","Tide Of Carnage","Hammer And Anvil"
"0435","2750","Dominion","Ambush"
"0436","1900","Shatter Strike","Search And Destroy"
"0437","3950","Tide Of Carnage","Dawn Of War"
"0438","4650","War Of Lies","Clash Of The Line"
"0439","3100","War Of Lies","Clash Of The Line"
"0440","1650","Tide Of Carnage","Clash Of The Line"
"0441","3300","War Of Lies","Ambush"
"0442","3550","Shatter Strike","Clash Of The Line"
"0443","4050","Shatter Strike","Vanguard Strike"
"0444","2000","Blood Feud","Ambush"
"0445","4700","Onslaught","Dawn Of War"
"0446","3100","Shatter Strike","Vanguard Strike"
"0447","3500","Dominion","Hammer And Anvil"
"0448","4550","Shatter Strike","Dawn Of War"
"0449","3400","Shatter Strike","Clash Of The Line"
"0450","4700","War Of Lies","Search And Destroy"
