"gameID","gameSize","mission","deployment"
"0180","4050","Blood Feud","Ambush"
"0181","4400","War Of Lies","Search And Destroy"
"0182","1750","War Of Lies","Hammer And Anvil"
"0183","3750","Tide Of Carnage","Clash Of The Line"
"0184","3250","Tide Of Carnage","Search And Destroy"
"0185","2450","Dominion","Vanguard Strike"
"0186","3900","Onslaught","Ambush"
"0187","1150","Shatter Strike","Search And Destroy"
"0188","1350","Dominion","Vanguard Strike"
"0189","3050","Tide Of Carnage","Search And Destroy"
"0190","2550","Onslaught","Hammer And Anvil"
"0191","2650","Shatter Strike","Search And Destroy"
"0192","4150","Tide Of Carnage","Search And Destroy"
"0193","4400","War Of Lies","Dawn Of War"
"0194","2850","Blood Feud","Search And Destroy"
"0195","5000","Tide Of Carnage","Search And Destroy"
"0196","3500","War Of Lies","Hammer And Anvil"
"0197","2950","Blood Feud","Ambush"
"0198","1350","Blood Feud","Ambush"
"0199","4000","War Of Lies","Dawn Of War"
"0200","4550","War Of Lies","Clash Of The Line"
"0201","3500","Shatter Strike","Ambush"
"0202","2450","Blood Feud","Dawn Of War"
"0203","3300","Dominion","Ambush"
"0204","3300","Shatter Strike","Clash Of The Line"
"0205","2450","War Of Lies","Clash Of The Line"
"0206","4950","War Of Lies","Search And Destroy"
"0207","5000","Shatter Strike","Clash Of The Line"
"0208","1750","Onslaught","Search And Destroy"
"0209","1050","Onslaught","Ambush"
"0210","5000","Blood Feud","Dawn Of War"
"0211","3600","Tide Of Carnage","Search And Destroy"
"0212","4550","Dominion","Clash Of The Line"
"0213","4350","Tide Of Carnage","Ambush"
"0214","4750","War Of Lies","Clash Of The Line"
"0215","1000","Shatter Strike","Ambush"
"0216","3600","War Of Lies","Clash Of The Line"
"0217","1900","Blood Feud","Vanguard Strike"
"0218","4250","Onslaught","Ambush"
"0219","2550","Dominion","Vanguard Strike"
"0220","2250","Shatter Strike","Search And Destroy"
"0221","3550","Blood Feud","Search And Destroy"
"0222","2900","Onslaught","Ambush"
"0223","3150","Dominion","Ambush"
"0224","1750","Tide Of Carnage","Hammer And Anvil"
"0225","4750","Tide Of Carnage","Hammer And Anvil"
"0226","2300","War Of Lies","Hammer And Anvil"
"0227","3000","Dominion","Dawn Of War"
"0228","2050","War Of Lies","Search And Destroy"
"0229","4700","Shatter Strike","Search And Destroy"
"0230","2850","War Of Lies","Ambush"
"0231","1650","Blood Feud","Search And Destroy"
"0232","1250","Onslaught","Ambush"
"0233","1050","War Of Lies","Search And Destroy"
"0234","1750","Shatter Strike","Ambush"
"0235","3400","Tide Of Carnage","Search And Destroy"
"0236","3350","Dominion","Clash Of The Line"
"0237","2200","War Of Lies","Vanguard Strike"
"0238","2350","Shatter Strike","Clash Of The Line"
"0239","1150","Shatter Strike","Dawn Of War"
"0240","3700","War Of Lies","Hammer And Anvil"
"0241","3200","Tide Of Carnage","Clash Of The Line"
"0242","1100","Blood Feud","Search And Destroy"
"0243","3150","Onslaught","Ambush"
"0244","4150","War Of Lies","Dawn Of War"
"0245","2050","War Of Lies","Hammer And Anvil"
"0246","2500","Onslaught","Ambush"
"0247","3400","Onslaught","Vanguard Strike"
"0248","4700","Shatter Strike","Ambush"
"0249","1550","Shatter Strike","Search And Destroy"
"0250","3900","Shatter Strike","Clash Of The Line"
"0251","1600","Dominion","Dawn Of War"
"0252","1100","War Of Lies","Vanguard Strike"
"0253","4750","Shatter Strike","Dawn Of War"
"0254","4650","Tide Of Carnage","Vanguard Strike"
"0255","4000","Tide Of Carnage","Search And Destroy"
"0256","2550","Tide Of Carnage","Dawn Of War"
"0257","1050","Shatter Strike","Vanguard Strike"
"0258","2200","Blood Feud","Vanguard Strike"
"0259","1550","War Of Lies","Search And Destroy"
"0260","4550","Dominion","Ambush"
"0261","2550","Onslaught","Vanguard Strike"
"0262","3950","Tide Of Carnage","Clash Of The Line"
"0263","3600","Blood Feud","Clash Of The Line"
"0264","3500","Tide Of Carnage","Ambush"
"0265","1600","Dominion","Search And Destroy"
"0266","1050","Onslaught","Ambush"
"0267","1050","Onslaught","Vanguard Strike"
"0268","4350","Blood Feud","Hammer And Anvil"
"0269","1450","Blood Feud","Dawn Of War"
"0270","3850","Shatter Strike","Dawn Of War"
"0271","2900","War Of Lies","Clash Of The Line"
"0272","3400","War Of Lies","Dawn Of War"
"0273","2800","Onslaught","Dawn Of War"
"0274","4300","Dominion","Hammer And Anvil"
"0275","2550","Dominion","Hammer And Anvil"
"0276","1250","Onslaught","Clash Of The Line"
"0277","2800","Dominion","Hammer And Anvil"
"0278","1300","Dominion","Search And Destroy"
"0279","1500","War Of Lies","Vanguard Strike"
"0280","4500","Onslaught","Clash Of The Line"
"0281","1500","Onslaught","Hammer And Anvil"
"0282","2050","Onslaught","Clash Of The Line"
"0283","3000","Tide Of Carnage","Dawn Of War"
"0284","3050","Onslaught","Dawn Of War"
"0285","3400","Dominion","Dawn Of War"
"0286","4050","Shatter Strike","Dawn Of War"
"0287","5000","Shatter Strike","Clash Of The Line"
"0288","1850","Blood Feud","Search And Destroy"
"0289","4750","Blood Feud","Vanguard Strike"
"0290","3850","Blood Feud","Hammer And Anvil"
"0291","1800","Dominion","Search And Destroy"
"0292","1350","Onslaught","Search And Destroy"
"0293","4850","Blood Feud","Vanguard Strike"
"0294","3300","Tide Of Carnage","Vanguard Strike"
"0295","1350","Dominion","Search And Destroy"
"0296","3450","Tide Of Carnage","Ambush"
"0297","2700","Shatter Strike","Ambush"
"0298","4750","Blood Feud","Ambush"
"0299","4550","War Of Lies","Search And Destroy"
"0300","4050","Blood Feud","Search And Destroy"
"0301","4650","War Of Lies","Dawn Of War"
"0302","4400","Tide Of Carnage","Hammer And Anvil"
"0303","2100","Blood Feud","Clash Of The Line"
"0304","1700","Tide Of Carnage","Clash Of The Line"
"0305","1350","Onslaught","Vanguard Strike"
"0306","4850","Dominion","Hammer And Anvil"
"0307","2850","Shatter Strike","Hammer And Anvil"
"0308","3050","Onslaught","Dawn Of War"
"0309","2050","Blood Feud","Search And Destroy"
"0310","2650","Shatter Strike","Dawn Of War"
"0311","2300","Onslaught","Search And Destroy"
"0312","4250","Dominion","Vanguard Strike"
"0313","1750","War Of Lies","Vanguard Strike"
"0314","4400","Onslaught","Search And Destroy"
"0315","4200","Tide Of Carnage","Ambush"
"0316","3050","Tide Of Carnage","Ambush"
"0317","1750","Onslaught","Clash Of The Line"
"0318","4300","Blood Feud","Dawn Of War"
"0319","2000","Dominion","Search And Destroy"
"0320","1950","War Of Lies","Dawn Of War"
"0321","2950","Tide Of Carnage","Hammer And Anvil"
"0322","4150","Blood Feud","Search And Destroy"
"0323","3050","Dominion","Dawn Of War"
"0324","1400","War Of Lies","Clash Of The Line"
"0325","2400","Onslaught","Clash Of The Line"
"0326","4450","Blood Feud","Dawn Of War"
"0327","2050","Blood Feud","Hammer And Anvil"
"0328","2000","Tide Of Carnage","Hammer And Anvil"
"0329","1250","Onslaught","Search And Destroy"
"0330","3750","Dominion","Hammer And Anvil"
"0331","3200","War Of Lies","Search And Destroy"
"0332","1550","Shatter Strike","Clash Of The Line"
"0333","1100","Dominion","Search And Destroy"
"0334","2800","Shatter Strike","Dawn Of War"
"0335","3700","Dominion","Clash Of The Line"
"0336","2300","Onslaught","Dawn Of War"
"0337","1600","Tide Of Carnage","Ambush"
"0338","1900","Shatter Strike","Search And Destroy"
"0339","2950","Dominion","Search And Destroy"
"0340","3900","Onslaught","Dawn Of War"
"0341","1550","Dominion","Vanguard Strike"
"0342","3250","Tide Of Carnage","Clash Of The Line"
"0343","2400","Tide Of Carnage","Clash Of The Line"
"0344","3750","War Of Lies","Dawn Of War"
"0345","4700","Onslaught","Vanguard Strike"
"0346","1600","Onslaught","Hammer And Anvil"
"0347","2250","Tide Of Carnage","Ambush"
"0348","1200","Onslaught","Clash Of The Line"
"0349","3200","Onslaught","Search And Destroy"
"0350","1400","Tide Of Carnage","Dawn Of War"
"0351","2750","Tide Of Carnage","Vanguard Strike"
"0352","2950","Onslaught","Vanguard Strike"
"0353","1550","Dominion","Clash Of The Line"
"0354","3650","Shatter Strike","Search And Destroy"
"0355","4750","War Of Lies","Search And Destroy"
"0356","1650","Tide Of Carnage","Clash Of The Line"
"0357","1700","War Of Lies","Ambush"
"0358","3150","Blood Feud","Vanguard Strike"
"0359","3900","Onslaught","Dawn Of War"
"0360","4200","Shatter Strike","Search And Destroy"
"0361","4700","Blood Feud","Hammer And Anvil"
"0362","4200","Dominion","Hammer And Anvil"
"0363","4250","Dominion","Dawn Of War"
"0364","1000","Onslaught","Hammer And Anvil"
"0365","2250","Dominion","Search And Destroy"
"0366","4050","Dominion","Hammer And Anvil"
"0367","4950","Shatter Strike","Search And Destroy"
"0368","4600","Dominion","Ambush"
"0369","2850","Dominion","Ambush"
"0370","4350","War Of Lies","Ambush"
"0371","4850","Dominion","Dawn Of War"
"0372","1850","War Of Lies","Search And Destroy"
"0373","1200","Onslaught","Search And Destroy"
"0374","2800","Blood Feud","Vanguard Strike"
"0375","2650","Blood Feud","Search And Destroy"
"0376","2000","Tide Of Carnage","Hammer And Anvil"
"0377","4050","War Of Lies","Clash Of The Line"
"0378","4450","Tide Of Carnage","Clash Of The Line"
"0379","3200","Onslaught","Ambush"
"0380","1700","Blood Feud","Search And Destroy"
"0381","1800","Tide Of Carnage","Ambush"
"0382","4700","Tide Of Carnage","Vanguard Strike"
"0383","3150","War Of Lies","Clash Of The Line"
"0384","1950","Dominion","Hammer And Anvil"
"0385","1300","Dominion","Ambush"
"0386","3000","Onslaught","Hammer And Anvil"
"0387","2950","Shatter Strike","Hammer And Anvil"
"0388","4800","Onslaught","Ambush"
"0389","3850","Onslaught","Clash Of The Line"
"0390","3050","Dominion","Vanguard Strike"
"0391","2550","War Of Lies","Vanguard Strike"
"0392","4200","Onslaught","Search And Destroy"
"0393","2500","Onslaught","Ambush"
"0394","4150","Dominion","Vanguard Strike"
"0395","1950","Tide Of Carnage","Hammer And Anvil"
"0396","2300","War Of Lies","Hammer And Anvil"
"0397","3300","Tide Of Carnage","Hammer And Anvil"
"0398","2150","Shatter Strike","Vanguard Strike"
"0399","2450","Dominion","Ambush"
"0400","4650","Dominion","Clash Of The Line"
"0401","1200","Tide Of Carnage","Vanguard Strike"
"0402","1500","Tide Of Carnage","Search And Destroy"
"0403","2250","Tide Of Carnage","Clash Of The Line"
"0404","1050","War Of Lies","Hammer And Anvil"
"0405","3250","War Of Lies","Search And Destroy"
"0406","4900","Blood Feud","Ambush"
"0407","4100","Shatter Strike","Ambush"
"0408","3700","Tide Of Carnage","Dawn Of War"
"0409","3450","War Of Lies","Dawn Of War"
"0410","2100","Onslaught","Ambush"
"0411","4400","War Of Lies","Dawn Of War"
"0412","3600","Onslaught","Clash Of The Line"
"0413","5000","Dominion","Clash Of The Line"
"0414","3750","War Of Lies","Dawn Of War"
"0415","2100","War Of Lies","Dawn Of War"
"0416","3800","Dominion","Ambush"
"0417","3000","Onslaught","Ambush"
"0418","3100","Blood Feud","Dawn Of War"
"0419","1000","Tide Of Carnage","Ambush"
"0420","4450","Onslaught","Search And Destroy"
"0421","4750","Shatter Strike","Vanguard Strike"
"0422","4400","Onslaught","Ambush"
"0423","1500","Shatter Strike","Clash Of The Line"
"0424","3050","Tide Of Carnage","Search And Destroy"
"0425","2600","War Of Lies","Dawn Of War"
"0426","4900","War Of Lies","Clash Of The Line"
"0427","1200","War Of Lies","Clash Of The Line"
"0428","4850","Onslaught","Ambush"
"0429","2400","Blood Feud","Hammer And Anvil"
"0430","3250","Blood Feud","Vanguard Strike"
"0431","2650","Shatter Strike","Vanguard Strike"
"0432","2700","Tide Of Carnage","Hammer And Anvil"
"0433","3450","War Of Lies","Vanguard Strike"
"0434","2350","Shatter Strike","Search And Destroy"
"0435","1650","Tide Of Carnage","Hammer And Anvil"
"0436","3000","Blood Feud","Vanguard Strike"
"0437","1500","Shatter Strike","Dawn Of War"
"0438","3650","Tide Of Carnage","Vanguard Strike"
"0439","3650","Onslaught","Ambush"
"0440","2950","Dominion","Clash Of The Line"
"0441","1350","Onslaught","Ambush"
"0442","2100","Dominion","Dawn Of War"
"0443","3450","Dominion","Dawn Of War"
"0444","4100","Shatter Strike","Search And Destroy"
"0445","2850","Dominion","Vanguard Strike"
"0446","2900","Blood Feud","Clash Of The Line"
"0447","4950","War Of Lies","Ambush"
"0448","2200","Onslaught","Vanguard Strike"
"0449","4300","Shatter Strike","Dawn Of War"
"0450","3900","Tide Of Carnage","Vanguard Strike"
