"gameID","gameSize","mission","deployment"
"0437","4600","Onslaught","Search And Destroy"
"0438","1050","War Of Lies","Hammer And Anvil"
"0439","3600","War Of Lies","Hammer And Anvil"
"0440","3650","Onslaught","Ambush"
"0441","1700","Dominion","Search And Destroy"
"0442","1600","Blood Feud","Dawn Of War"
"0443","1050","Shatter Strike","Clash Of The Line"
"0444","4900","Dominion","Hammer And Anvil"
"0445","3650","War Of Lies","Dawn Of War"
"0446","1750","Tide Of Carnage","Dawn Of War"
"0447","3500","Shatter Strike","Hammer And Anvil"
"0448","4400","Shatter Strike","Vanguard Strike"
"0449","1750","Blood Feud","Clash Of The Line"
"0450","3000","War Of Lies","Clash Of The Line"
