"gameID","gameSize","mission","deployment"
"0083","4750","War Of Lies","Dawn Of War"
"0084","3350","Onslaught","Vanguard Strike"
"0085","1900","War Of Lies","Clash Of The Line"
"0086","4800","Tide Of Carnage","Clash Of The Line"
"0087","1650","Blood Feud","Ambush"
"0088","2600","Tide Of Carnage","Vanguard Strike"
"0089","3200","Tide Of Carnage","Ambush"
"0090","4000","Blood Feud","Ambush"
"0091","4850","War Of Lies","Hammer And Anvil"
"0092","4750","Blood Feud","Dawn Of War"
"0093","4100","Shatter Strike","Ambush"
"0094","3600","Tide Of Carnage","Hammer And Anvil"
"0095","1000","Blood Feud","Vanguard Strike"
"0096","1900","Tide Of Carnage","Hammer And Anvil"
"0097","2350","Dominion","Hammer And Anvil"
"0098","3150","Blood Feud","Clash Of The Line"
"0099","3200","War Of Lies","Dawn Of War"
"0100","4350","Blood Feud","Search And Destroy"
"0101","2900","Blood Feud","Ambush"
"0102","3000","Dominion","Clash Of The Line"
"0103","3650","Blood Feud","Dawn Of War"
"0104","4450","Blood Feud","Vanguard Strike"
"0105","1100","Onslaught","Ambush"
"0106","4000","Dominion","Search And Destroy"
"0107","4400","Tide Of Carnage","Ambush"
"0108","4050","Blood Feud","Dawn Of War"
"0109","2400","Onslaught","Dawn Of War"
"0110","4450","Dominion","Hammer And Anvil"
"0111","4600","Dominion","Vanguard Strike"
"0112","3600","Shatter Strike","Dawn Of War"
"0113","4150","Shatter Strike","Dawn Of War"
"0114","2450","Shatter Strike","Vanguard Strike"
"0115","4550","Tide Of Carnage","Clash Of The Line"
"0116","2150","Tide Of Carnage","Search And Destroy"
"0117","4900","Shatter Strike","Search And Destroy"
"0118","3100","Tide Of Carnage","Search And Destroy"
"0119","4150","Tide Of Carnage","Search And Destroy"
"0120","4450","Blood Feud","Dawn Of War"
"0121","3650","Shatter Strike","Vanguard Strike"
"0122","2500","War Of Lies","Vanguard Strike"
"0123","2200","Onslaught","Vanguard Strike"
"0124","1150","Dominion","Dawn Of War"
"0125","2400","Dominion","Hammer And Anvil"
"0126","2400","War Of Lies","Clash Of The Line"
"0127","3450","Dominion","Hammer And Anvil"
"0128","2550","Blood Feud","Search And Destroy"
"0129","4550","Onslaught","Clash Of The Line"
"0130","1500","Shatter Strike","Search And Destroy"
"0131","1150","Blood Feud","Clash Of The Line"
"0132","2550","Blood Feud","Dawn Of War"
"0133","2300","Dominion","Hammer And Anvil"
"0134","4300","Dominion","Ambush"
"0135","4700","Onslaught","Ambush"
"0136","3400","War Of Lies","Ambush"
"0137","4700","Dominion","Ambush"
"0138","4700","Blood Feud","Dawn Of War"
"0139","3400","War Of Lies","Clash Of The Line"
"0140","2800","Tide Of Carnage","Ambush"
"0141","1950","War Of Lies","Ambush"
"0142","3550","Dominion","Ambush"
"0143","3200","Onslaught","Ambush"
"0144","3300","Shatter Strike","Clash Of The Line"
"0145","3600","Shatter Strike","Vanguard Strike"
"0146","3050","Tide Of Carnage","Vanguard Strike"
"0147","2800","Dominion","Dawn Of War"
"0148","3300","War Of Lies","Hammer And Anvil"
"0149","2600","Dominion","Search And Destroy"
"0150","3100","Shatter Strike","Hammer And Anvil"
"0151","4450","Tide Of Carnage","Search And Destroy"
"0152","4400","Shatter Strike","Vanguard Strike"
"0153","3000","War Of Lies","Clash Of The Line"
"0154","2500","Onslaught","Ambush"
"0155","1400","Shatter Strike","Search And Destroy"
"0156","1750","Dominion","Clash Of The Line"
"0157","2500","Onslaught","Vanguard Strike"
"0158","3900","Shatter Strike","Dawn Of War"
"0159","1100","Shatter Strike","Ambush"
"0160","4650","Tide Of Carnage","Dawn Of War"
"0161","4400","Onslaught","Ambush"
"0162","1900","Dominion","Clash Of The Line"
"0163","3300","Onslaught","Hammer And Anvil"
"0164","4050","Dominion","Clash Of The Line"
"0165","3750","Blood Feud","Search And Destroy"
"0166","2250","War Of Lies","Clash Of The Line"
"0167","2750","Onslaught","Vanguard Strike"
"0168","2000","Dominion","Clash Of The Line"
"0169","3200","Onslaught","Ambush"
"0170","4700","War Of Lies","Dawn Of War"
"0171","2400","Tide Of Carnage","Search And Destroy"
"0172","4650","Dominion","Ambush"
"0173","4900","Blood Feud","Clash Of The Line"
"0174","1300","Shatter Strike","Vanguard Strike"
"0175","3650","War Of Lies","Dawn Of War"
"0176","2100","Dominion","Clash Of The Line"
"0177","2300","War Of Lies","Dawn Of War"
"0178","1800","Dominion","Hammer And Anvil"
"0179","1300","Onslaught","Ambush"
"0180","1400","Dominion","Dawn Of War"
"0181","2850","Shatter Strike","Search And Destroy"
"0182","1600","Blood Feud","Search And Destroy"
"0183","4400","Onslaught","Dawn Of War"
"0184","3400","Onslaught","Clash Of The Line"
"0185","2900","Onslaught","Ambush"
"0186","4550","Shatter Strike","Vanguard Strike"
"0187","4650","Shatter Strike","Vanguard Strike"
"0188","4100","Shatter Strike","Vanguard Strike"
"0189","3500","Shatter Strike","Hammer And Anvil"
"0190","2600","Dominion","Clash Of The Line"
"0191","3550","War Of Lies","Dawn Of War"
"0192","1950","Tide Of Carnage","Clash Of The Line"
"0193","4150","Onslaught","Search And Destroy"
"0194","2100","Onslaught","Hammer And Anvil"
"0195","4350","Shatter Strike","Vanguard Strike"
"0196","3250","Dominion","Search And Destroy"
"0197","1350","Blood Feud","Ambush"
"0198","1150","Blood Feud","Dawn Of War"
"0199","3450","Tide Of Carnage","Hammer And Anvil"
"0200","4600","Blood Feud","Ambush"
"0201","1150","Blood Feud","Dawn Of War"
"0202","3900","War Of Lies","Search And Destroy"
"0203","1900","Dominion","Search And Destroy"
"0204","2850","War Of Lies","Hammer And Anvil"
"0205","4700","Shatter Strike","Search And Destroy"
"0206","1550","Onslaught","Vanguard Strike"
"0207","4700","Dominion","Ambush"
"0208","1250","Onslaught","Search And Destroy"
"0209","4350","Dominion","Hammer And Anvil"
"0210","2750","Tide Of Carnage","Hammer And Anvil"
"0211","3800","War Of Lies","Dawn Of War"
"0212","2250","Onslaught","Clash Of The Line"
"0213","3500","Dominion","Dawn Of War"
"0214","2150","Onslaught","Ambush"
"0215","4150","War Of Lies","Dawn Of War"
"0216","1150","Shatter Strike","Search And Destroy"
"0217","1750","Onslaught","Clash Of The Line"
"0218","1750","Dominion","Clash Of The Line"
"0219","2850","Dominion","Search And Destroy"
"0220","3600","War Of Lies","Vanguard Strike"
"0221","2100","Shatter Strike","Search And Destroy"
"0222","1450","Tide Of Carnage","Hammer And Anvil"
"0223","4700","Blood Feud","Search And Destroy"
"0224","3700","Dominion","Hammer And Anvil"
"0225","2600","Blood Feud","Dawn Of War"
"0226","2800","Blood Feud","Dawn Of War"
"0227","3150","Dominion","Clash Of The Line"
"0228","1050","Tide Of Carnage","Clash Of The Line"
"0229","1500","Shatter Strike","Ambush"
"0230","3450","Tide Of Carnage","Search And Destroy"
"0231","4300","Dominion","Clash Of The Line"
"0232","1000","War Of Lies","Clash Of The Line"
"0233","1350","Blood Feud","Search And Destroy"
"0234","1400","Dominion","Dawn Of War"
"0235","1900","Tide Of Carnage","Dawn Of War"
"0236","2050","Shatter Strike","Search And Destroy"
"0237","1200","Tide Of Carnage","Hammer And Anvil"
"0238","4450","Shatter Strike","Dawn Of War"
"0239","3900","Shatter Strike","Vanguard Strike"
"0240","4600","Onslaught","Vanguard Strike"
"0241","4300","Dominion","Ambush"
"0242","3250","Onslaught","Dawn Of War"
"0243","1650","Dominion","Clash Of The Line"
"0244","4900","War Of Lies","Ambush"
"0245","4900","Shatter Strike","Dawn Of War"
"0246","4300","Onslaught","Clash Of The Line"
"0247","1600","Onslaught","Vanguard Strike"
"0248","3850","Onslaught","Ambush"
"0249","2700","Blood Feud","Dawn Of War"
"0250","1650","Tide Of Carnage","Search And Destroy"
"0251","1050","Onslaught","Search And Destroy"
"0252","4550","Blood Feud","Ambush"
"0253","3300","Onslaught","Search And Destroy"
"0254","3300","Onslaught","Vanguard Strike"
"0255","3550","Dominion","Ambush"
"0256","3200","Blood Feud","Ambush"
"0257","2050","War Of Lies","Clash Of The Line"
"0258","1450","Onslaught","Dawn Of War"
"0259","2550","Dominion","Hammer And Anvil"
"0260","3700","War Of Lies","Vanguard Strike"
"0261","1450","Tide Of Carnage","Dawn Of War"
"0262","1850","Onslaught","Clash Of The Line"
"0263","4200","Tide Of Carnage","Dawn Of War"
"0264","4150","Tide Of Carnage","Ambush"
"0265","2950","Tide Of Carnage","Clash Of The Line"
"0266","1200","Shatter Strike","Vanguard Strike"
"0267","5000","Dominion","Ambush"
"0268","3000","Blood Feud","Clash Of The Line"
"0269","4000","Onslaught","Dawn Of War"
"0270","2650","Blood Feud","Search And Destroy"
"0271","1600","Tide Of Carnage","Search And Destroy"
"0272","3700","Shatter Strike","Vanguard Strike"
"0273","1100","Dominion","Search And Destroy"
"0274","1500","War Of Lies","Hammer And Anvil"
"0275","1600","War Of Lies","Hammer And Anvil"
"0276","3650","Shatter Strike","Dawn Of War"
"0277","3250","Onslaught","Vanguard Strike"
"0278","1300","War Of Lies","Vanguard Strike"
"0279","2100","Dominion","Dawn Of War"
"0280","4600","Blood Feud","Clash Of The Line"
"0281","2050","Onslaught","Vanguard Strike"
"0282","2550","Tide Of Carnage","Vanguard Strike"
"0283","3150","Tide Of Carnage","Dawn Of War"
"0284","1100","Onslaught","Vanguard Strike"
"0285","2700","Onslaught","Vanguard Strike"
"0286","4550","Onslaught","Hammer And Anvil"
"0287","2000","Tide Of Carnage","Dawn Of War"
"0288","4750","Shatter Strike","Ambush"
"0289","2850","Blood Feud","Ambush"
"0290","2150","Onslaught","Dawn Of War"
"0291","4950","Onslaught","Search And Destroy"
"0292","1050","Tide Of Carnage","Clash Of The Line"
"0293","3600","Tide Of Carnage","Hammer And Anvil"
"0294","1750","Blood Feud","Search And Destroy"
"0295","3550","Tide Of Carnage","Search And Destroy"
"0296","1950","Shatter Strike","Dawn Of War"
"0297","1000","Dominion","Dawn Of War"
"0298","1800","Shatter Strike","Vanguard Strike"
"0299","4300","Blood Feud","Vanguard Strike"
"0300","1900","Blood Feud","Dawn Of War"
"0301","3950","Tide Of Carnage","Dawn Of War"
"0302","4600","War Of Lies","Vanguard Strike"
"0303","4650","Dominion","Ambush"
"0304","2200","Tide Of Carnage","Clash Of The Line"
"0305","1000","War Of Lies","Search And Destroy"
"0306","4350","Onslaught","Ambush"
"0307","3700","Blood Feud","Clash Of The Line"
"0308","1250","War Of Lies","Dawn Of War"
"0309","4900","Dominion","Dawn Of War"
"0310","1150","Tide Of Carnage","Ambush"
"0311","2050","Dominion","Vanguard Strike"
"0312","4700","Blood Feud","Ambush"
"0313","2850","Dominion","Dawn Of War"
"0314","3800","Onslaught","Hammer And Anvil"
"0315","4200","Onslaught","Ambush"
"0316","4000","Tide Of Carnage","Vanguard Strike"
"0317","1300","War Of Lies","Dawn Of War"
"0318","4150","Blood Feud","Hammer And Anvil"
"0319","3850","Blood Feud","Vanguard Strike"
"0320","2000","Tide Of Carnage","Hammer And Anvil"
"0321","2800","Onslaught","Dawn Of War"
"0322","4350","Shatter Strike","Search And Destroy"
"0323","2900","Tide Of Carnage","Ambush"
"0324","1550","War Of Lies","Hammer And Anvil"
"0325","1150","Dominion","Ambush"
"0326","2850","War Of Lies","Hammer And Anvil"
"0327","1100","Shatter Strike","Hammer And Anvil"
"0328","4000","Dominion","Search And Destroy"
"0329","2950","Onslaught","Search And Destroy"
"0330","4450","Blood Feud","Dawn Of War"
"0331","3950","War Of Lies","Search And Destroy"
"0332","1750","Dominion","Clash Of The Line"
"0333","1650","Blood Feud","Clash Of The Line"
"0334","5000","Dominion","Dawn Of War"
"0335","1100","War Of Lies","Search And Destroy"
"0336","4300","Blood Feud","Vanguard Strike"
"0337","2150","Blood Feud","Ambush"
"0338","4300","Shatter Strike","Search And Destroy"
"0339","2450","Dominion","Clash Of The Line"
"0340","1350","Tide Of Carnage","Vanguard Strike"
"0341","2350","War Of Lies","Search And Destroy"
"0342","1750","Onslaught","Clash Of The Line"
"0343","1250","War Of Lies","Clash Of The Line"
"0344","4650","Blood Feud","Vanguard Strike"
"0345","3950","Dominion","Search And Destroy"
"0346","1550","War Of Lies","Ambush"
"0347","3200","Tide Of Carnage","Vanguard Strike"
"0348","1600","War Of Lies","Dawn Of War"
"0349","3900","War Of Lies","Vanguard Strike"
"0350","3650","Dominion","Hammer And Anvil"
"0351","2500","Tide Of Carnage","Vanguard Strike"
"0352","1450","Dominion","Dawn Of War"
"0353","4850","Tide Of Carnage","Clash Of The Line"
"0354","1350","Tide Of Carnage","Search And Destroy"
"0355","4150","Tide Of Carnage","Hammer And Anvil"
"0356","2250","Onslaught","Dawn Of War"
"0357","4450","Tide Of Carnage","Hammer And Anvil"
"0358","1250","Blood Feud","Clash Of The Line"
"0359","3850","Blood Feud","Hammer And Anvil"
"0360","2950","Shatter Strike","Clash Of The Line"
"0361","1950","Onslaught","Vanguard Strike"
"0362","4850","Dominion","Ambush"
"0363","4950","Tide Of Carnage","Hammer And Anvil"
"0364","4550","Tide Of Carnage","Hammer And Anvil"
"0365","1550","Onslaught","Hammer And Anvil"
"0366","5000","War Of Lies","Vanguard Strike"
"0367","3400","Dominion","Hammer And Anvil"
"0368","1650","War Of Lies","Search And Destroy"
"0369","4050","Shatter Strike","Hammer And Anvil"
"0370","2150","Dominion","Search And Destroy"
"0371","2100","Onslaught","Search And Destroy"
"0372","2300","Blood Feud","Clash Of The Line"
"0373","4000","Dominion","Dawn Of War"
"0374","3700","Dominion","Clash Of The Line"
"0375","3150","Tide Of Carnage","Clash Of The Line"
"0376","1800","War Of Lies","Dawn Of War"
"0377","4600","Dominion","Clash Of The Line"
"0378","4950","Blood Feud","Search And Destroy"
"0379","3950","Shatter Strike","Hammer And Anvil"
"0380","4200","Tide Of Carnage","Ambush"
"0381","2800","Dominion","Ambush"
"0382","4650","Tide Of Carnage","Hammer And Anvil"
"0383","3750","Shatter Strike","Clash Of The Line"
"0384","4400","Tide Of Carnage","Hammer And Anvil"
"0385","4000","Dominion","Ambush"
"0386","1450","Blood Feud","Ambush"
"0387","4600","War Of Lies","Search And Destroy"
"0388","1750","Blood Feud","Clash Of The Line"
"0389","4950","Dominion","Ambush"
"0390","4700","Blood Feud","Vanguard Strike"
"0391","3250","Blood Feud","Hammer And Anvil"
"0392","4900","Onslaught","Ambush"
"0393","3400","Onslaught","Clash Of The Line"
"0394","4650","War Of Lies","Ambush"
"0395","1200","Dominion","Dawn Of War"
"0396","3950","Blood Feud","Dawn Of War"
"0397","1450","Onslaught","Ambush"
"0398","3450","Shatter Strike","Ambush"
"0399","3700","Tide Of Carnage","Clash Of The Line"
"0400","3400","Onslaught","Dawn Of War"
"0401","4850","Dominion","Dawn Of War"
"0402","3350","Tide Of Carnage","Clash Of The Line"
"0403","4500","Blood Feud","Dawn Of War"
"0404","5000","Onslaught","Dawn Of War"
"0405","1200","Shatter Strike","Ambush"
"0406","4900","Onslaught","Ambush"
"0407","1250","Tide Of Carnage","Search And Destroy"
"0408","3150","Onslaught","Clash Of The Line"
"0409","1300","Onslaught","Ambush"
"0410","2250","Onslaught","Ambush"
"0411","3700","Tide Of Carnage","Ambush"
"0412","1100","Shatter Strike","Ambush"
"0413","4050","Blood Feud","Ambush"
"0414","1450","Blood Feud","Hammer And Anvil"
"0415","2050","Dominion","Hammer And Anvil"
"0416","1400","Dominion","Hammer And Anvil"
"0417","2350","War Of Lies","Vanguard Strike"
"0418","2050","Tide Of Carnage","Hammer And Anvil"
"0419","4250","Onslaught","Vanguard Strike"
"0420","2650","War Of Lies","Ambush"
"0421","2400","Dominion","Search And Destroy"
"0422","4050","Tide Of Carnage","Ambush"
"0423","3250","Shatter Strike","Search And Destroy"
"0424","2000","Tide Of Carnage","Hammer And Anvil"
"0425","1350","Onslaught","Dawn Of War"
"0426","2050","Dominion","Search And Destroy"
"0427","4900","Shatter Strike","Clash Of The Line"
"0428","2900","War Of Lies","Dawn Of War"
"0429","2650","Shatter Strike","Clash Of The Line"
"0430","4450","War Of Lies","Search And Destroy"
"0431","4850","Dominion","Clash Of The Line"
"0432","3350","Tide Of Carnage","Search And Destroy"
"0433","1300","Onslaught","Vanguard Strike"
"0434","3800","Dominion","Hammer And Anvil"
"0435","1300","War Of Lies","Search And Destroy"
"0436","2200","Blood Feud","Dawn Of War"
"0437","1450","Tide Of Carnage","Clash Of The Line"
"0438","4550","Shatter Strike","Ambush"
"0439","2200","Onslaught","Vanguard Strike"
"0440","1700","Shatter Strike","Vanguard Strike"
"0441","1400","Dominion","Ambush"
"0442","2950","Blood Feud","Search And Destroy"
"0443","2250","Blood Feud","Vanguard Strike"
"0444","4500","Dominion","Search And Destroy"
"0445","4650","Shatter Strike","Hammer And Anvil"
"0446","2300","Tide Of Carnage","Dawn Of War"
"0447","1100","Tide Of Carnage","Ambush"
"0448","4150","Blood Feud","Dawn Of War"
"0449","3000","Tide Of Carnage","Ambush"
"0450","3050","Onslaught","Dawn Of War"
