"gameID","gameSize","mission","deployment"
"0102","3000","War Of Lies","Search And Destroy"
"0103","2250","Onslaught","Ambush"
"0104","4900","Shatter Strike","Vanguard Strike"
"0105","3550","War Of Lies","Hammer And Anvil"
"0106","3550","Blood Feud","Dawn Of War"
"0107","3500","Tide Of Carnage","Vanguard Strike"
"0108","2850","Onslaught","Search And Destroy"
"0109","4150","Tide Of Carnage","Search And Destroy"
"0110","1850","War Of Lies","Search And Destroy"
"0111","3850","Shatter Strike","Dawn Of War"
"0112","3600","Blood Feud","Clash Of The Line"
"0113","1450","Blood Feud","Dawn Of War"
"0114","3500","Onslaught","Vanguard Strike"
"0115","4100","Blood Feud","Search And Destroy"
"0116","2750","Dominion","Vanguard Strike"
"0117","2350","Shatter Strike","Vanguard Strike"
"0118","1550","Dominion","Ambush"
"0119","1200","Shatter Strike","Search And Destroy"
"0120","4600","Shatter Strike","Dawn Of War"
"0121","1550","Dominion","Dawn Of War"
"0122","4550","Tide Of Carnage","Dawn Of War"
"0123","1300","War Of Lies","Clash Of The Line"
"0124","3900","Tide Of Carnage","Search And Destroy"
"0125","1200","Blood Feud","Dawn Of War"
"0126","4050","Dominion","Dawn Of War"
"0127","2250","Shatter Strike","Search And Destroy"
"0128","2650","Shatter Strike","Search And Destroy"
"0129","1550","Blood Feud","Search And Destroy"
"0130","3750","Shatter Strike","Search And Destroy"
"0131","2650","Shatter Strike","Search And Destroy"
"0132","3250","Shatter Strike","Search And Destroy"
"0133","3600","War Of Lies","Search And Destroy"
"0134","2650","War Of Lies","Search And Destroy"
"0135","3100","Dominion","Search And Destroy"
"0136","2050","Tide Of Carnage","Hammer And Anvil"
"0137","4400","Blood Feud","Search And Destroy"
"0138","3700","Dominion","Clash Of The Line"
"0139","2800","Dominion","Ambush"
"0140","4750","Shatter Strike","Dawn Of War"
"0141","4000","Blood Feud","Dawn Of War"
"0142","1900","Dominion","Clash Of The Line"
"0143","3500","Tide Of Carnage","Search And Destroy"
"0144","3750","Tide Of Carnage","Dawn Of War"
"0145","3800","Tide Of Carnage","Ambush"
"0146","3350","Shatter Strike","Search And Destroy"
"0147","2100","Dominion","Ambush"
"0148","3800","War Of Lies","Vanguard Strike"
"0149","2600","Dominion","Dawn Of War"
"0150","3700","Blood Feud","Hammer And Anvil"
"0151","3700","Shatter Strike","Search And Destroy"
"0152","3850","Shatter Strike","Search And Destroy"
"0153","4100","Shatter Strike","Hammer And Anvil"
"0154","2100","Shatter Strike","Ambush"
"0155","1300","Tide Of Carnage","Clash Of The Line"
"0156","3950","Blood Feud","Search And Destroy"
"0157","1000","Onslaught","Clash Of The Line"
"0158","2050","Onslaught","Search And Destroy"
"0159","2000","Shatter Strike","Ambush"
"0160","2600","War Of Lies","Ambush"
"0161","3800","Onslaught","Ambush"
"0162","3900","Onslaught","Search And Destroy"
"0163","2900","Blood Feud","Dawn Of War"
"0164","3100","War Of Lies","Vanguard Strike"
"0165","2350","Dominion","Search And Destroy"
"0166","4650","Tide Of Carnage","Search And Destroy"
"0167","2800","Blood Feud","Hammer And Anvil"
"0168","3150","War Of Lies","Hammer And Anvil"
"0169","3300","Shatter Strike","Hammer And Anvil"
"0170","2800","Blood Feud","Vanguard Strike"
"0171","2200","Onslaught","Ambush"
"0172","1150","War Of Lies","Search And Destroy"
"0173","5000","Blood Feud","Clash Of The Line"
"0174","4450","War Of Lies","Dawn Of War"
"0175","2100","War Of Lies","Search And Destroy"
"0176","3350","Onslaught","Search And Destroy"
"0177","3250","Shatter Strike","Vanguard Strike"
"0178","1650","Blood Feud","Clash Of The Line"
"0179","1300","Blood Feud","Ambush"
"0180","4150","War Of Lies","Vanguard Strike"
"0181","1800","Tide Of Carnage","Clash Of The Line"
"0182","1650","Tide Of Carnage","Dawn Of War"
"0183","3350","Onslaught","Ambush"
"0184","4200","Dominion","Ambush"
"0185","3300","Dominion","Search And Destroy"
"0186","4900","Blood Feud","Ambush"
"0187","2550","Blood Feud","Vanguard Strike"
"0188","1600","Dominion","Vanguard Strike"
"0189","3600","Onslaught","Ambush"
"0190","4350","Shatter Strike","Vanguard Strike"
"0191","1600","Tide Of Carnage","Dawn Of War"
"0192","4250","Dominion","Search And Destroy"
"0193","2250","Blood Feud","Clash Of The Line"
"0194","4050","Dominion","Hammer And Anvil"
"0195","2250","Dominion","Hammer And Anvil"
"0196","4350","Blood Feud","Ambush"
"0197","3950","Shatter Strike","Vanguard Strike"
"0198","2700","Dominion","Search And Destroy"
"0199","1350","Shatter Strike","Hammer And Anvil"
"0200","4300","Onslaught","Dawn Of War"
"0201","3450","Shatter Strike","Clash Of The Line"
"0202","3900","Onslaught","Hammer And Anvil"
"0203","2550","Onslaught","Clash Of The Line"
"0204","2250","Blood Feud","Ambush"
"0205","2500","Onslaught","Vanguard Strike"
"0206","3300","War Of Lies","Hammer And Anvil"
"0207","1700","Tide Of Carnage","Dawn Of War"
"0208","3200","Onslaught","Clash Of The Line"
"0209","2650","Onslaught","Ambush"
"0210","4100","War Of Lies","Hammer And Anvil"
"0211","3800","Tide Of Carnage","Ambush"
"0212","1350","Onslaught","Vanguard Strike"
"0213","1750","Dominion","Clash Of The Line"
"0214","4500","Tide Of Carnage","Dawn Of War"
"0215","2300","Blood Feud","Hammer And Anvil"
"0216","3750","Shatter Strike","Clash Of The Line"
"0217","4750","Tide Of Carnage","Hammer And Anvil"
"0218","4550","Tide Of Carnage","Clash Of The Line"
"0219","1650","Tide Of Carnage","Search And Destroy"
"0220","1150","Onslaught","Vanguard Strike"
"0221","1850","Shatter Strike","Dawn Of War"
"0222","4700","Tide Of Carnage","Dawn Of War"
"0223","2000","Tide Of Carnage","Ambush"
"0224","4550","Dominion","Dawn Of War"
"0225","4400","Shatter Strike","Clash Of The Line"
"0226","4650","Shatter Strike","Clash Of The Line"
"0227","3400","War Of Lies","Clash Of The Line"
"0228","2550","Shatter Strike","Search And Destroy"
"0229","4250","Shatter Strike","Hammer And Anvil"
"0230","2150","War Of Lies","Dawn Of War"
"0231","4050","Dominion","Clash Of The Line"
"0232","3500","Tide Of Carnage","Vanguard Strike"
"0233","1850","Blood Feud","Search And Destroy"
"0234","4100","Dominion","Dawn Of War"
"0235","3150","Blood Feud","Ambush"
"0236","4650","Tide Of Carnage","Dawn Of War"
"0237","2650","Blood Feud","Vanguard Strike"
"0238","3300","Dominion","Dawn Of War"
"0239","1800","Blood Feud","Clash Of The Line"
"0240","1450","Blood Feud","Clash Of The Line"
"0241","3550","Blood Feud","Search And Destroy"
"0242","1900","War Of Lies","Clash Of The Line"
"0243","4250","Tide Of Carnage","Clash Of The Line"
"0244","1700","Dominion","Search And Destroy"
"0245","2300","Blood Feud","Search And Destroy"
"0246","3200","Onslaught","Dawn Of War"
"0247","4400","Shatter Strike","Ambush"
"0248","2350","Tide Of Carnage","Hammer And Anvil"
"0249","4850","Blood Feud","Hammer And Anvil"
"0250","1050","Tide Of Carnage","Dawn Of War"
"0251","4850","Tide Of Carnage","Clash Of The Line"
"0252","2050","War Of Lies","Ambush"
"0253","2300","Dominion","Dawn Of War"
"0254","4300","Onslaught","Clash Of The Line"
"0255","2600","Tide Of Carnage","Search And Destroy"
"0256","4550","War Of Lies","Ambush"
"0257","2650","Onslaught","Vanguard Strike"
"0258","2200","Onslaught","Hammer And Anvil"
"0259","1300","Blood Feud","Ambush"
"0260","2400","Onslaught","Hammer And Anvil"
"0261","3600","Blood Feud","Search And Destroy"
"0262","2100","Dominion","Vanguard Strike"
"0263","2250","Tide Of Carnage","Hammer And Anvil"
"0264","3500","Onslaught","Ambush"
"0265","1450","Blood Feud","Clash Of The Line"
"0266","3100","Tide Of Carnage","Search And Destroy"
"0267","3100","Shatter Strike","Vanguard Strike"
"0268","3850","Onslaught","Clash Of The Line"
"0269","1400","Onslaught","Vanguard Strike"
"0270","2850","War Of Lies","Clash Of The Line"
"0271","1950","Tide Of Carnage","Clash Of The Line"
"0272","3350","War Of Lies","Hammer And Anvil"
"0273","3900","Shatter Strike","Ambush"
"0274","1200","Tide Of Carnage","Ambush"
"0275","4900","War Of Lies","Clash Of The Line"
"0276","4300","Onslaught","Clash Of The Line"
"0277","2550","Dominion","Dawn Of War"
"0278","2900","War Of Lies","Ambush"
"0279","4200","Shatter Strike","Ambush"
"0280","4850","Shatter Strike","Ambush"
"0281","3300","Dominion","Hammer And Anvil"
"0282","1900","Tide Of Carnage","Ambush"
"0283","4100","Blood Feud","Dawn Of War"
"0284","1100","War Of Lies","Search And Destroy"
"0285","1350","Shatter Strike","Ambush"
"0286","4550","Shatter Strike","Ambush"
"0287","1600","Tide Of Carnage","Vanguard Strike"
"0288","1500","Shatter Strike","Hammer And Anvil"
"0289","2500","War Of Lies","Vanguard Strike"
"0290","3250","Onslaught","Clash Of The Line"
"0291","1450","Tide Of Carnage","Clash Of The Line"
"0292","1500","Tide Of Carnage","Ambush"
"0293","1250","War Of Lies","Clash Of The Line"
"0294","1750","Dominion","Clash Of The Line"
"0295","2850","Dominion","Search And Destroy"
"0296","4600","Tide Of Carnage","Search And Destroy"
"0297","4350","Shatter Strike","Vanguard Strike"
"0298","2200","Shatter Strike","Ambush"
"0299","2650","Dominion","Dawn Of War"
"0300","4700","War Of Lies","Clash Of The Line"
"0301","1150","Dominion","Search And Destroy"
"0302","3900","Dominion","Ambush"
"0303","1400","Blood Feud","Ambush"
"0304","2850","Dominion","Hammer And Anvil"
"0305","1900","Shatter Strike","Clash Of The Line"
"0306","4200","Tide Of Carnage","Clash Of The Line"
"0307","1100","Onslaught","Hammer And Anvil"
"0308","2200","Blood Feud","Hammer And Anvil"
"0309","4700","Onslaught","Dawn Of War"
"0310","1350","Blood Feud","Vanguard Strike"
"0311","3400","Dominion","Hammer And Anvil"
"0312","4200","Onslaught","Dawn Of War"
"0313","2500","Onslaught","Dawn Of War"
"0314","4600","Shatter Strike","Clash Of The Line"
"0315","3750","War Of Lies","Ambush"
"0316","3050","Onslaught","Search And Destroy"
"0317","2550","Blood Feud","Ambush"
"0318","3800","Dominion","Hammer And Anvil"
"0319","1000","Shatter Strike","Hammer And Anvil"
"0320","1100","Blood Feud","Clash Of The Line"
"0321","4400","War Of Lies","Hammer And Anvil"
"0322","4550","Onslaught","Vanguard Strike"
"0323","4350","Shatter Strike","Search And Destroy"
"0324","2850","Tide Of Carnage","Hammer And Anvil"
"0325","4050","War Of Lies","Ambush"
"0326","1050","War Of Lies","Hammer And Anvil"
"0327","1850","Dominion","Dawn Of War"
"0328","1800","War Of Lies","Vanguard Strike"
"0329","4750","Tide Of Carnage","Hammer And Anvil"
"0330","3450","Dominion","Search And Destroy"
"0331","1050","Onslaught","Ambush"
"0332","3850","War Of Lies","Ambush"
"0333","4800","Tide Of Carnage","Search And Destroy"
"0334","2300","Dominion","Vanguard Strike"
"0335","1450","Shatter Strike","Clash Of The Line"
"0336","4600","Shatter Strike","Vanguard Strike"
"0337","2950","War Of Lies","Dawn Of War"
"0338","4000","Shatter Strike","Dawn Of War"
"0339","3600","Blood Feud","Dawn Of War"
"0340","3250","Shatter Strike","Vanguard Strike"
"0341","1350","Tide Of Carnage","Ambush"
"0342","2600","Tide Of Carnage","Hammer And Anvil"
"0343","1950","Onslaught","Vanguard Strike"
"0344","2850","Blood Feud","Dawn Of War"
"0345","1200","Onslaught","Clash Of The Line"
"0346","2550","Onslaught","Search And Destroy"
"0347","2200","Dominion","Ambush"
"0348","1800","Blood Feud","Dawn Of War"
"0349","4050","Tide Of Carnage","Ambush"
"0350","1200","Tide Of Carnage","Vanguard Strike"
"0351","1250","Dominion","Dawn Of War"
"0352","4850","Dominion","Vanguard Strike"
"0353","4000","Dominion","Clash Of The Line"
"0354","4000","Blood Feud","Vanguard Strike"
"0355","4450","Onslaught","Ambush"
"0356","4500","Dominion","Vanguard Strike"
"0357","1950","Blood Feud","Dawn Of War"
"0358","3200","Shatter Strike","Search And Destroy"
"0359","2300","War Of Lies","Hammer And Anvil"
"0360","2500","Onslaught","Ambush"
"0361","1350","Blood Feud","Dawn Of War"
"0362","2450","Blood Feud","Vanguard Strike"
"0363","4850","Dominion","Hammer And Anvil"
"0364","3050","War Of Lies","Dawn Of War"
"0365","2350","Blood Feud","Clash Of The Line"
"0366","3100","Tide Of Carnage","Clash Of The Line"
"0367","4300","Onslaught","Hammer And Anvil"
"0368","2900","Blood Feud","Vanguard Strike"
"0369","4400","Tide Of Carnage","Hammer And Anvil"
"0370","2500","Blood Feud","Search And Destroy"
"0371","4800","War Of Lies","Dawn Of War"
"0372","1000","Dominion","Clash Of The Line"
"0373","2150","War Of Lies","Clash Of The Line"
"0374","2050","Dominion","Clash Of The Line"
"0375","4250","Blood Feud","Vanguard Strike"
"0376","2250","Dominion","Search And Destroy"
"0377","3300","Onslaught","Hammer And Anvil"
"0378","2050","War Of Lies","Search And Destroy"
"0379","2600","Dominion","Dawn Of War"
"0380","4000","Blood Feud","Vanguard Strike"
"0381","4650","Shatter Strike","Vanguard Strike"
"0382","3050","Shatter Strike","Hammer And Anvil"
"0383","2800","War Of Lies","Dawn Of War"
"0384","4050","War Of Lies","Vanguard Strike"
"0385","2150","War Of Lies","Dawn Of War"
"0386","2650","Onslaught","Vanguard Strike"
"0387","1100","Tide Of Carnage","Hammer And Anvil"
"0388","1000","Blood Feud","Clash Of The Line"
"0389","1150","Dominion","Hammer And Anvil"
"0390","3600","Tide Of Carnage","Ambush"
"0391","1850","Tide Of Carnage","Dawn Of War"
"0392","3550","Tide Of Carnage","Vanguard Strike"
"0393","1300","Onslaught","Hammer And Anvil"
"0394","2850","Onslaught","Vanguard Strike"
"0395","1550","Onslaught","Hammer And Anvil"
"0396","3200","Dominion","Search And Destroy"
"0397","2900","Shatter Strike","Dawn Of War"
"0398","1500","Dominion","Vanguard Strike"
"0399","3250","Blood Feud","Vanguard Strike"
"0400","1200","Shatter Strike","Vanguard Strike"
"0401","1650","Blood Feud","Hammer And Anvil"
"0402","4200","War Of Lies","Dawn Of War"
"0403","2600","Onslaught","Clash Of The Line"
"0404","4250","Blood Feud","Ambush"
"0405","3700","Dominion","Search And Destroy"
"0406","4700","Shatter Strike","Hammer And Anvil"
"0407","3300","Blood Feud","Hammer And Anvil"
"0408","4800","Shatter Strike","Vanguard Strike"
"0409","3700","Blood Feud","Ambush"
"0410","2450","War Of Lies","Ambush"
"0411","1500","Dominion","Vanguard Strike"
"0412","1100","War Of Lies","Search And Destroy"
"0413","1850","Dominion","Search And Destroy"
"0414","2600","Shatter Strike","Hammer And Anvil"
"0415","2250","Tide Of Carnage","Hammer And Anvil"
"0416","2200","Dominion","Vanguard Strike"
"0417","2150","Shatter Strike","Ambush"
"0418","1200","War Of Lies","Search And Destroy"
"0419","2400","Tide Of Carnage","Search And Destroy"
"0420","3400","Tide Of Carnage","Search And Destroy"
"0421","1350","Onslaught","Search And Destroy"
"0422","1400","Blood Feud","Hammer And Anvil"
"0423","4600","Dominion","Vanguard Strike"
"0424","3550","Tide Of Carnage","Search And Destroy"
"0425","3950","Shatter Strike","Ambush"
"0426","3300","Dominion","Clash Of The Line"
"0427","3550","Tide Of Carnage","Clash Of The Line"
"0428","3050","Tide Of Carnage","Search And Destroy"
"0429","1250","Blood Feud","Vanguard Strike"
"0430","3600","Blood Feud","Vanguard Strike"
"0431","2100","Dominion","Search And Destroy"
"0432","3550","Onslaught","Vanguard Strike"
"0433","3200","Shatter Strike","Clash Of The Line"
"0434","2450","War Of Lies","Dawn Of War"
"0435","2500","War Of Lies","Dawn Of War"
"0436","2550","Dominion","Ambush"
"0437","1300","Blood Feud","Search And Destroy"
"0438","4450","Shatter Strike","Hammer And Anvil"
"0439","3150","Blood Feud","Vanguard Strike"
"0440","2250","Blood Feud","Ambush"
"0441","1250","Blood Feud","Hammer And Anvil"
"0442","2550","War Of Lies","Search And Destroy"
"0443","3300","War Of Lies","Ambush"
"0444","3950","Tide Of Carnage","Clash Of The Line"
"0445","1500","Shatter Strike","Dawn Of War"
"0446","1450","Dominion","Ambush"
"0447","2800","Tide Of Carnage","Ambush"
"0448","1000","War Of Lies","Clash Of The Line"
"0449","1150","Tide Of Carnage","Clash Of The Line"
"0450","2250","Onslaught","Hammer And Anvil"
