"gameID","gameSize","mission","deployment"
"0089","4900","Tide Of Carnage","Search And Destroy"
"0090","4050","Dominion","Ambush"
"0091","3800","Shatter Strike","Vanguard Strike"
"0092","3000","Dominion","Dawn Of War"
"0093","2900","Onslaught","Dawn Of War"
"0094","3250","Onslaught","Search And Destroy"
"0095","4200","Onslaught","Dawn Of War"
"0096","2800","Onslaught","Vanguard Strike"
"0097","4600","Shatter Strike","Search And Destroy"
"0098","4000","War Of Lies","Hammer And Anvil"
"0099","2300","Blood Feud","Ambush"
"0100","2200","Dominion","Vanguard Strike"
"0101","2300","Blood Feud","Clash Of The Line"
"0102","3850","Onslaught","Vanguard Strike"
"0103","4600","Tide Of Carnage","Search And Destroy"
"0104","4400","War Of Lies","Ambush"
"0105","4500","War Of Lies","Vanguard Strike"
"0106","4750","Shatter Strike","Dawn Of War"
"0107","1050","Dominion","Ambush"
"0108","4800","Tide Of Carnage","Vanguard Strike"
"0109","3600","War Of Lies","Clash Of The Line"
"0110","4850","Dominion","Vanguard Strike"
"0111","1150","War Of Lies","Vanguard Strike"
"0112","1850","War Of Lies","Vanguard Strike"
"0113","1150","Dominion","Hammer And Anvil"
"0114","4950","War Of Lies","Vanguard Strike"
"0115","3450","Onslaught","Dawn Of War"
"0116","2950","Onslaught","Vanguard Strike"
"0117","1350","Shatter Strike","Hammer And Anvil"
"0118","3300","Tide Of Carnage","Vanguard Strike"
"0119","2500","Tide Of Carnage","Search And Destroy"
"0120","3200","Onslaught","Clash Of The Line"
"0121","3000","Tide Of Carnage","Search And Destroy"
"0122","4350","Blood Feud","Ambush"
"0123","3050","War Of Lies","Search And Destroy"
"0124","4600","Dominion","Hammer And Anvil"
"0125","4050","Shatter Strike","Vanguard Strike"
"0126","1850","Dominion","Ambush"
"0127","2000","Shatter Strike","Search And Destroy"
"0128","4150","Onslaught","Ambush"
"0129","3200","Shatter Strike","Ambush"
"0130","4600","Dominion","Hammer And Anvil"
"0131","2750","Blood Feud","Clash Of The Line"
"0132","4850","Dominion","Clash Of The Line"
"0133","4400","Onslaught","Hammer And Anvil"
"0134","2850","Onslaught","Clash Of The Line"
"0135","1650","Blood Feud","Hammer And Anvil"
"0136","3450","Blood Feud","Hammer And Anvil"
"0137","2850","Shatter Strike","Hammer And Anvil"
"0138","1200","Blood Feud","Ambush"
"0139","1150","Onslaught","Vanguard Strike"
"0140","2900","War Of Lies","Dawn Of War"
"0141","2600","War Of Lies","Clash Of The Line"
"0142","1550","Blood Feud","Search And Destroy"
"0143","4200","Onslaught","Ambush"
"0144","1550","Shatter Strike","Search And Destroy"
"0145","3250","Onslaught","Ambush"
"0146","4100","Dominion","Hammer And Anvil"
"0147","1600","Tide Of Carnage","Clash Of The Line"
"0148","4550","War Of Lies","Vanguard Strike"
"0149","3300","Shatter Strike","Vanguard Strike"
"0150","2950","Tide Of Carnage","Ambush"
"0151","4300","War Of Lies","Hammer And Anvil"
"0152","1050","War Of Lies","Hammer And Anvil"
"0153","4800","Shatter Strike","Search And Destroy"
"0154","2500","Onslaught","Dawn Of War"
"0155","1200","Onslaught","Clash Of The Line"
"0156","1500","Shatter Strike","Vanguard Strike"
"0157","4200","Onslaught","Hammer And Anvil"
"0158","2300","Onslaught","Clash Of The Line"
"0159","5000","Onslaught","Vanguard Strike"
"0160","1950","Dominion","Vanguard Strike"
"0161","3650","Tide Of Carnage","Dawn Of War"
"0162","2250","Dominion","Ambush"
"0163","3850","Shatter Strike","Ambush"
"0164","3300","Shatter Strike","Clash Of The Line"
"0165","5000","War Of Lies","Search And Destroy"
"0166","4400","Dominion","Vanguard Strike"
"0167","4150","Onslaught","Dawn Of War"
"0168","3200","Blood Feud","Dawn Of War"
"0169","2850","Shatter Strike","Clash Of The Line"
"0170","2800","Shatter Strike","Clash Of The Line"
"0171","3700","Blood Feud","Hammer And Anvil"
"0172","1850","Blood Feud","Vanguard Strike"
"0173","3150","Onslaught","Ambush"
"0174","1100","Blood Feud","Vanguard Strike"
"0175","3750","Shatter Strike","Clash Of The Line"
"0176","2750","Tide Of Carnage","Ambush"
"0177","2450","Dominion","Dawn Of War"
"0178","3200","Shatter Strike","Search And Destroy"
"0179","1950","Dominion","Dawn Of War"
"0180","5000","War Of Lies","Dawn Of War"
"0181","4150","Shatter Strike","Search And Destroy"
"0182","1700","Shatter Strike","Hammer And Anvil"
"0183","2950","War Of Lies","Dawn Of War"
"0184","1800","War Of Lies","Vanguard Strike"
"0185","1100","War Of Lies","Search And Destroy"
"0186","1300","Onslaught","Hammer And Anvil"
"0187","2500","Onslaught","Clash Of The Line"
"0188","4950","War Of Lies","Clash Of The Line"
"0189","3000","Onslaught","Vanguard Strike"
"0190","4500","Tide Of Carnage","Hammer And Anvil"
"0191","2750","Tide Of Carnage","Vanguard Strike"
"0192","1400","Blood Feud","Vanguard Strike"
"0193","3950","Onslaught","Dawn Of War"
"0194","2150","Tide Of Carnage","Vanguard Strike"
"0195","3950","Onslaught","Search And Destroy"
"0196","1600","Shatter Strike","Hammer And Anvil"
"0197","2700","Onslaught","Clash Of The Line"
"0198","1550","Shatter Strike","Hammer And Anvil"
"0199","3500","War Of Lies","Dawn Of War"
"0200","2400","Shatter Strike","Search And Destroy"
"0201","3850","War Of Lies","Ambush"
"0202","2600","Onslaught","Dawn Of War"
"0203","1550","War Of Lies","Clash Of The Line"
"0204","1400","Dominion","Dawn Of War"
"0205","2450","War Of Lies","Search And Destroy"
"0206","3750","Onslaught","Dawn Of War"
"0207","1750","War Of Lies","Dawn Of War"
"0208","3400","Dominion","Vanguard Strike"
"0209","2050","Onslaught","Dawn Of War"
"0210","1750","War Of Lies","Dawn Of War"
"0211","1150","Dominion","Hammer And Anvil"
"0212","2000","Onslaught","Clash Of The Line"
"0213","4500","Tide Of Carnage","Search And Destroy"
"0214","3000","Tide Of Carnage","Search And Destroy"
"0215","2100","Tide Of Carnage","Ambush"
"0216","4950","Tide Of Carnage","Vanguard Strike"
"0217","2200","War Of Lies","Hammer And Anvil"
"0218","4800","War Of Lies","Hammer And Anvil"
"0219","1700","Dominion","Dawn Of War"
"0220","3700","Blood Feud","Ambush"
"0221","1050","Shatter Strike","Hammer And Anvil"
"0222","2350","Shatter Strike","Search And Destroy"
"0223","1100","War Of Lies","Vanguard Strike"
"0224","4250","War Of Lies","Search And Destroy"
"0225","1050","Dominion","Search And Destroy"
"0226","3000","War Of Lies","Vanguard Strike"
"0227","3900","Tide Of Carnage","Search And Destroy"
"0228","3250","Tide Of Carnage","Clash Of The Line"
"0229","1400","Onslaught","Dawn Of War"
"0230","4450","Blood Feud","Ambush"
"0231","4250","Tide Of Carnage","Hammer And Anvil"
"0232","3850","War Of Lies","Hammer And Anvil"
"0233","1550","Tide Of Carnage","Hammer And Anvil"
"0234","2450","Blood Feud","Search And Destroy"
"0235","2300","Shatter Strike","Vanguard Strike"
"0236","3900","Onslaught","Vanguard Strike"
"0237","4500","Blood Feud","Search And Destroy"
"0238","4100","Shatter Strike","Search And Destroy"
"0239","2200","Shatter Strike","Hammer And Anvil"
"0240","4600","Shatter Strike","Ambush"
"0241","3700","Dominion","Clash Of The Line"
"0242","1000","Onslaught","Search And Destroy"
"0243","1850","Shatter Strike","Hammer And Anvil"
"0244","2700","War Of Lies","Dawn Of War"
"0245","4400","Blood Feud","Vanguard Strike"
"0246","1000","Blood Feud","Dawn Of War"
"0247","4800","Shatter Strike","Hammer And Anvil"
"0248","1750","Onslaught","Search And Destroy"
"0249","4650","Dominion","Dawn Of War"
"0250","2550","Dominion","Clash Of The Line"
"0251","1650","Shatter Strike","Ambush"
"0252","3150","Blood Feud","Vanguard Strike"
"0253","3700","War Of Lies","Clash Of The Line"
"0254","4250","Dominion","Search And Destroy"
"0255","4850","Shatter Strike","Hammer And Anvil"
"0256","2650","Blood Feud","Vanguard Strike"
"0257","2200","Dominion","Hammer And Anvil"
"0258","1350","War Of Lies","Vanguard Strike"
"0259","1500","Tide Of Carnage","Search And Destroy"
"0260","2000","Blood Feud","Clash Of The Line"
"0261","2700","Shatter Strike","Ambush"
"0262","3400","Shatter Strike","Vanguard Strike"
"0263","3900","Shatter Strike","Dawn Of War"
"0264","4200","Onslaught","Ambush"
"0265","2250","Tide Of Carnage","Vanguard Strike"
"0266","3400","Dominion","Vanguard Strike"
"0267","4600","Onslaught","Dawn Of War"
"0268","1150","Blood Feud","Clash Of The Line"
"0269","5000","Tide Of Carnage","Dawn Of War"
"0270","4850","Shatter Strike","Vanguard Strike"
"0271","3050","Onslaught","Clash Of The Line"
"0272","1050","Blood Feud","Clash Of The Line"
"0273","2800","War Of Lies","Vanguard Strike"
"0274","1000","War Of Lies","Search And Destroy"
"0275","1900","War Of Lies","Hammer And Anvil"
"0276","2400","War Of Lies","Hammer And Anvil"
"0277","2900","Tide Of Carnage","Vanguard Strike"
"0278","3150","Shatter Strike","Hammer And Anvil"
"0279","2000","Onslaught","Dawn Of War"
"0280","2150","Dominion","Clash Of The Line"
"0281","4250","Dominion","Vanguard Strike"
"0282","1650","Onslaught","Ambush"
"0283","2000","Shatter Strike","Hammer And Anvil"
"0284","3200","Onslaught","Search And Destroy"
"0285","3550","Tide Of Carnage","Clash Of The Line"
"0286","1950","Onslaught","Hammer And Anvil"
"0287","3200","Blood Feud","Dawn Of War"
"0288","2300","Shatter Strike","Hammer And Anvil"
"0289","4250","Tide Of Carnage","Search And Destroy"
"0290","4750","Onslaught","Vanguard Strike"
"0291","1750","Shatter Strike","Vanguard Strike"
"0292","3350","War Of Lies","Vanguard Strike"
"0293","2350","Onslaught","Ambush"
"0294","3600","Shatter Strike","Hammer And Anvil"
"0295","3500","Dominion","Vanguard Strike"
"0296","4350","Onslaught","Dawn Of War"
"0297","4900","Tide Of Carnage","Ambush"
"0298","2950","War Of Lies","Clash Of The Line"
"0299","2400","Dominion","Ambush"
"0300","2600","Onslaught","Hammer And Anvil"
"0301","3800","War Of Lies","Dawn Of War"
"0302","1250","Onslaught","Hammer And Anvil"
"0303","2000","Blood Feud","Vanguard Strike"
"0304","4250","War Of Lies","Dawn Of War"
"0305","3650","Tide Of Carnage","Search And Destroy"
"0306","3750","Blood Feud","Vanguard Strike"
"0307","1800","Shatter Strike","Hammer And Anvil"
"0308","4350","War Of Lies","Clash Of The Line"
"0309","2500","War Of Lies","Hammer And Anvil"
"0310","2050","Tide Of Carnage","Ambush"
"0311","1150","Blood Feud","Search And Destroy"
"0312","4150","Dominion","Hammer And Anvil"
"0313","2850","Tide Of Carnage","Clash Of The Line"
"0314","4100","War Of Lies","Vanguard Strike"
"0315","1050","War Of Lies","Hammer And Anvil"
"0316","2300","Blood Feud","Ambush"
"0317","4050","Onslaught","Dawn Of War"
"0318","1400","Blood Feud","Hammer And Anvil"
"0319","1200","War Of Lies","Clash Of The Line"
"0320","1300","Shatter Strike","Hammer And Anvil"
"0321","2200","Blood Feud","Ambush"
"0322","4450","War Of Lies","Clash Of The Line"
"0323","1550","Tide Of Carnage","Vanguard Strike"
"0324","2850","Tide Of Carnage","Search And Destroy"
"0325","3800","Blood Feud","Hammer And Anvil"
"0326","4700","Shatter Strike","Search And Destroy"
"0327","3500","War Of Lies","Dawn Of War"
"0328","1350","Tide Of Carnage","Search And Destroy"
"0329","4450","Shatter Strike","Ambush"
"0330","2850","War Of Lies","Clash Of The Line"
"0331","1450","Shatter Strike","Clash Of The Line"
"0332","2850","Shatter Strike","Ambush"
"0333","2200","Onslaught","Ambush"
"0334","4000","Tide Of Carnage","Vanguard Strike"
"0335","4600","Dominion","Ambush"
"0336","3850","Dominion","Ambush"
"0337","2200","Blood Feud","Ambush"
"0338","2800","Dominion","Search And Destroy"
"0339","4950","Onslaught","Search And Destroy"
"0340","3750","Blood Feud","Dawn Of War"
"0341","3300","War Of Lies","Clash Of The Line"
"0342","4150","Tide Of Carnage","Search And Destroy"
"0343","1100","War Of Lies","Vanguard Strike"
"0344","2300","Tide Of Carnage","Search And Destroy"
"0345","3750","Onslaught","Search And Destroy"
"0346","1450","War Of Lies","Ambush"
"0347","3900","Shatter Strike","Hammer And Anvil"
"0348","5000","Dominion","Dawn Of War"
"0349","1600","Dominion","Ambush"
"0350","3600","Onslaught","Hammer And Anvil"
"0351","4550","War Of Lies","Vanguard Strike"
"0352","4800","Onslaught","Vanguard Strike"
"0353","4250","War Of Lies","Clash Of The Line"
"0354","3400","Shatter Strike","Ambush"
"0355","2400","Tide Of Carnage","Dawn Of War"
"0356","2300","Blood Feud","Clash Of The Line"
"0357","1050","Tide Of Carnage","Search And Destroy"
"0358","2750","Onslaught","Ambush"
"0359","4500","Tide Of Carnage","Hammer And Anvil"
"0360","2950","Dominion","Search And Destroy"
"0361","1650","Onslaught","Vanguard Strike"
"0362","4150","Tide Of Carnage","Ambush"
"0363","2000","Dominion","Clash Of The Line"
"0364","2950","Tide Of Carnage","Ambush"
"0365","1000","Dominion","Vanguard Strike"
"0366","3650","Blood Feud","Vanguard Strike"
"0367","3250","Dominion","Search And Destroy"
"0368","1000","Onslaught","Search And Destroy"
"0369","2600","Blood Feud","Ambush"
"0370","2750","Shatter Strike","Ambush"
"0371","1150","Tide Of Carnage","Search And Destroy"
"0372","3400","Tide Of Carnage","Ambush"
"0373","4200","Blood Feud","Dawn Of War"
"0374","4700","Shatter Strike","Vanguard Strike"
"0375","3800","Blood Feud","Search And Destroy"
"0376","3350","Shatter Strike","Search And Destroy"
"0377","2950","War Of Lies","Dawn Of War"
"0378","3850","Dominion","Hammer And Anvil"
"0379","3500","Onslaught","Ambush"
"0380","1700","War Of Lies","Ambush"
"0381","4500","Tide Of Carnage","Vanguard Strike"
"0382","1800","Onslaught","Vanguard Strike"
"0383","2750","Dominion","Search And Destroy"
"0384","4700","War Of Lies","Clash Of The Line"
"0385","3850","Tide Of Carnage","Dawn Of War"
"0386","4200","Dominion","Vanguard Strike"
"0387","2500","Dominion","Dawn Of War"
"0388","1250","Dominion","Ambush"
"0389","3850","Shatter Strike","Hammer And Anvil"
"0390","1750","Blood Feud","Search And Destroy"
"0391","3800","Onslaught","Vanguard Strike"
"0392","4900","Dominion","Clash Of The Line"
"0393","1200","Onslaught","Clash Of The Line"
"0394","2050","Shatter Strike","Vanguard Strike"
"0395","2500","Dominion","Dawn Of War"
"0396","3150","War Of Lies","Clash Of The Line"
"0397","4450","Blood Feud","Search And Destroy"
"0398","2150","Tide Of Carnage","Vanguard Strike"
"0399","4650","Tide Of Carnage","Search And Destroy"
"0400","1800","War Of Lies","Vanguard Strike"
"0401","1250","Shatter Strike","Dawn Of War"
"0402","3950","Shatter Strike","Search And Destroy"
"0403","5000","Onslaught","Clash Of The Line"
"0404","4900","Onslaught","Vanguard Strike"
"0405","4050","War Of Lies","Hammer And Anvil"
"0406","1150","War Of Lies","Dawn Of War"
"0407","2550","War Of Lies","Hammer And Anvil"
"0408","2250","Shatter Strike","Hammer And Anvil"
"0409","1650","Blood Feud","Search And Destroy"
"0410","1250","War Of Lies","Hammer And Anvil"
"0411","1500","Tide Of Carnage","Hammer And Anvil"
"0412","3650","Blood Feud","Dawn Of War"
"0413","2650","Blood Feud","Search And Destroy"
"0414","4000","Onslaught","Hammer And Anvil"
"0415","3450","Shatter Strike","Clash Of The Line"
"0416","4150","War Of Lies","Dawn Of War"
"0417","2600","Dominion","Search And Destroy"
"0418","1050","Onslaught","Dawn Of War"
"0419","4550","Dominion","Dawn Of War"
"0420","1200","Tide Of Carnage","Hammer And Anvil"
"0421","2100","Shatter Strike","Clash Of The Line"
"0422","4400","Shatter Strike","Ambush"
"0423","2100","War Of Lies","Hammer And Anvil"
"0424","2150","Blood Feud","Ambush"
"0425","1250","War Of Lies","Search And Destroy"
"0426","1450","Blood Feud","Dawn Of War"
"0427","3150","Blood Feud","Search And Destroy"
"0428","4500","War Of Lies","Ambush"
"0429","4200","Blood Feud","Search And Destroy"
"0430","1700","Tide Of Carnage","Dawn Of War"
"0431","3800","Onslaught","Vanguard Strike"
"0432","4750","Tide Of Carnage","Clash Of The Line"
"0433","2400","War Of Lies","Search And Destroy"
"0434","1150","Shatter Strike","Hammer And Anvil"
"0435","1550","Onslaught","Clash Of The Line"
"0436","2950","Blood Feud","Hammer And Anvil"
"0437","4700","Shatter Strike","Vanguard Strike"
"0438","2150","Tide Of Carnage","Clash Of The Line"
"0439","3750","Shatter Strike","Search And Destroy"
"0440","2200","Onslaught","Dawn Of War"
"0441","3250","Blood Feud","Hammer And Anvil"
"0442","2400","War Of Lies","Hammer And Anvil"
"0443","2000","Dominion","Hammer And Anvil"
"0444","4300","Tide Of Carnage","Clash Of The Line"
"0445","1350","Tide Of Carnage","Vanguard Strike"
"0446","2850","Dominion","Search And Destroy"
"0447","4500","Dominion","Vanguard Strike"
"0448","3900","Tide Of Carnage","Vanguard Strike"
"0449","1500","War Of Lies","Search And Destroy"
"0450","4850","Onslaught","Hammer And Anvil"
