"PlayerID","gameID","faction","forceOrg","ROW/Subfaction","alliedFaction","warlordTrait","VPs","warlord","listName"
"NC","0043","Shattered Legions","Leviathan","Orbital Assault","","Uncanny Survivor","15","Warmonger",""
"NA","0044","Word Bearers","Onslaught","Outcast Sons","","Connoisseur of Alien Curios","12","Praevian",""
"WW","0045","Solar Auxilia","Onslaught","","","Strategic Genius","7","Lord Marshal Ireton MaSade",""
"GV","0046","Emperor's Children","Castellan","","Questoris Knights","The Dust of a Thousand Worlds","2","Mortificator",""
"HQ","0047","Blackshields","Crusade","Armoured Breakthrough","","Robber Baron","4","Warmonger",""
"TX","0048","Night Lords","Onslaught","","Solar Auxilia","Dread Rites","11","Champion",""
"QE","0049","Night Lords","Onslaught","","White Scars","Intimidating Presence","7","Delegatus",""
"DP","0050","Salamanders","Castellan","","","Favoured of Mars","10","Champion",""
"MR","0051","Iron Hands","Crusade","Armoured Breakthrough","","Master of Ambush","1","Master of Signals",""
"ON","0052","Emperor's Children","Onslaught","","","Blind Barrage","7","Primus Nullificator",""
"ZY","0053","Blood Angels","Crusade","","","Princeps of Deceit","9","Delegatus",""
"JB","0054","Imperial Fists","Castellan","Pride of the Legion","","Siege Master","10","Forge Lord",""
"OQ","0055","Raven Guard","Crusade","Legion Recon Company","Death Guard","Hell Rider","14","Praetor",""
"LW","0056","Imperial Fists","Leviathan","Sacrificial Offering","","Paladin of Glory","13","Armistos",""
"ZZ","0057","Space Wolves","Crusade","","","Uncanny Survivor","1","Vigilator",""
"XO","0058","Dark Angels","Castellan","Hunter-Killer Mission","","Hell Rider","10","Librarian",""
"MX","0059","Night Lords","Leviathan","","","Siege Master","5","Delegatus",""
"XB","0060","World Eaters","Crusade","Hunter-Killer Mission","Space Wolves","Coordinated Assault","9","Praetor Tribune",""
"RU","0061","Shattered Legions","Crusade","Pride of the Legion","World Eaters","Lord of the Abyss","8","Mortificator",""
"QP","0062","Death Guard","Castellan","","","The Death of Flesh","3","Primus Nullificator",""
"FW","0063","Mechanicum","Onslaught","Ordo Reductor","Ultramarines","Coordinated Assault","12","Anacharis Scoria",""
"IA","0064","Iron Warriors","Castellan","Orphans of Betrayal","","Beloved of the People","11","Master of Signals",""
"IG","0065","Imperial Fists","Castellan","The Stone Gauntlet","Mechanicum","Princeps of Deceit","2","Siege Breaker",""
"GK","0066","Shattered Legions","Onslaught","","","Paladin of Glory","7","Primus Nullificator",""
"PT","0067","Dark Angels","Leviathan","Primarch's Chosen","","Master of Offence","12","Warmonger",""
"SV","0068","Iron Hands","Crusade","Armoured Breakthrough","","Perfected Targeting","2","Librarian",""
"KO","0069","Thousand Sons","Castellan","Zone Mortalis Assault Force","","Coordinated Assault","13","Vigilator",""
"WC","0070","Solar Auxilia","Crusade","","Thousand Sons","Legendary Fighter","14","Strategos",""
"XW","0071","Questoris Knights","Castellan","","Death Guard","Uncanny Survivor","10","Archmagos Draykavac",""
"OE","0072","Imperial Fists","Onslaught","","","Predictive Augury","14","Warmonger",""
"RE","0073","Emperor's Children","Castellan","Brethren of Iron","Blackshields","Favoured of Mars","9","Moritat",""
"OR","0074","Sons of Horus","Leviathan","","","Legendary Fighter","8","Mortificator",""
"NO","0075","Thousand Sons","Castellan","Drop Assault Vanguard","","Shattering Bombardment","14","Moritat",""
"ZB","0076","Blood Angels","Leviathan","Angel's Wrath","Solar Auxilia","Indomitable","13","Esoterist",""
"NU","0077","Solar Auxilia","Leviathan","","Mechanicum","Strategic Genius","10","Lord Marshal",""
"ZR","0078","Imperial Fists","Castellan","Armoured Breakthrough","","Favoured of Mars","11","Delegatus",""
"EO","0079","Imperial Fists","Castellan","Pride of the Legion","Blackshields","Master of Manoeuvre","7","Moritat",""
"NI","0080","Alpha Legion","Onslaught","","","Glorious Renown","11","Librarian",""
"IP","0081","Night Lords","Onslaught","Pride of the Legion","Solar Auxilia","Siege Master","8","Chaplain",""
"LO","0082","Sons of Horus","Onslaught","The Long March","","Master of Manoeuvre","15","Delegatus",""
"DJ","0083","Blood Angels","Onslaught","Zone Mortalis Assault Force","Iron Warriors","Ruthless Tyrant","11","Forge Lord",""
"VY","0084","Iron Hands","Castellan","Outcast Sons","","Master of the Vanguard","14","Praetor Tribune",""
"ZI","0085","Alpha Legion","Onslaught","","","Predictive Augury","2","Armistos",""
"EE","0086","Iron Warriors","Onslaught","Brethren of Iron","Imperial Fists","Lord of the Abyss","5","Primus Medicae",""
"AL","0087","Imperial Fists","Castellan","Orphans of Betrayal","","World Burner","9","Librarian",""
"ZP","0088","Questoris Knights","Leviathan","","","Master of the Vanguard","14","Lord Scion",""
"ES","0089","Thousand Sons","Crusade","After Isstvan","","Blind Barrage","15","Mortificator",""
"PZ","0090","Word Bearers","Leviathan","Orbital Assault","","Master Tactician","1","Champion",""
"XA","0091","Blackshields","Onslaught","Hunter-Killer Mission","White Scars","Robber Baron","4","Siege Breaker",""
"ZD","0092","Iron Hands","Onslaught","","Sons of Horus","Void Walker","15","Siege Breaker",""
"XP","0093","Mechanicum","Onslaught","Ordo Reductor","White Scars","Master of Offence","2","Magos reductor",""
"BW","0094","Imperial Fists","Castellan","","Emperor's Children","Strategic Genius","8","Esoterist",""
"VL","0095","Iron Warriors","Leviathan","","","Child of Terra","13","Praevian",""
"BK","0096","White Scars","Leviathan","","","Master of Ambush","12","Champion",""
"PT","0097","Night Lords","Crusade","Angel's Wrath","","Merchant Princeling","5","Champion",""
"ZC","0098","Space Wolves","Castellan","Zone Mortalis Assault Force","Blackshields","Lord of the Abyss","6","Mortificator",""
"DC","0099","Iron Hands","Crusade","Zone Mortalis Assault Force","World Eaters","Indomitable","2","Chaplain",""
"PF","0100","Ultramarines","Crusade","","","Master of the Vanguard","12","Praevian",""
"YW","0101","Alpha Legion","Crusade","Armoured Spearhead","Iron Hands","Conqueror of Cities","11","Librarian",""
"VZ","0102","Questoris Knights","Castellan","","","Dread Rites","11","Lord Scion",""
"MR","0103","Blackshields","Onslaught","Pride of the Legion","Dark Angels","Beloved of the People","6","Praetor",""
"LD","0104","Militia & Cults","Castellan","","","Night Attacker","15","Rogue Psyker",""
"KV","0105","Blood Angels","Onslaught","Hunter-Killer Mission","","Princeps of Deceit","2","Forge Lord",""
"EQ","0106","Imperial Fists","Onslaught","","Questoris Knights","Intimidating Presence","9","Esoterist",""
"LT","0107","Iron Warriors","Crusade","Sacrificial Offering","","Perfected Targeting","5","Siege Breaker",""
"AZ","0108","Salamanders","Onslaught","Fury of the Ancients","","Connoisseur of Alien Curios","6","Librarian",""
"IO","0109","Sons of Horus","Castellan","Hunter-Killer Mission","","Master Tactician","6","Champion",""
"OM","0110","Solar Auxilia","Castellan","","Militia & Cults","Divide to Conquer","12","Auxilia Tank Commander",""
"HH","0111","Questoris Knights","Leviathan","","Mechanicum","The Dust of a Thousand Worlds","15","Seneschal",""
"EZ","0112","Raven Guard","Crusade","Legion Recon Company","White Scars","The Dust of a Thousand Worlds","2","Siege Breaker",""
"RM","0113","Imperial Fists","Crusade","Hunter-Killer Mission","","Tenacity","4","Herald",""
"XK","0114","Iron Hands","Leviathan","Orphans of Betrayal","Space Wolves","Dread Rites","3","Champion",""
"WE","0115","Militia & Cults","Crusade","","","Uncanny Survivor","14","Rogue Psyker Alpha",""
"OX","0116","Salamanders","Crusade","Zone Mortalis Assault Force","Ultramarines","Robber Baron","12","Praetor",""
"MS","0117","Alpha Legion","Onslaught","Pride of the Legion","Salamanders","Conqueror of Cities","11","Mortificator",""
"UB","0118","Blackshields","Onslaught","Armoured Breakthrough","","Coordinated Assault","8","Champion",""
"WY","0119","Imperial Fists","Castellan","Primarch's Chosen","","Target Priority","5","Praetor Tribune",""
"II","0120","Word Bearers","Leviathan","","","The Death of Flesh","11","Praevian",""
"UO","0121","Blood Angels","Leviathan","","","Void Master","4","Chaplain",""
"OV","0122","Dark Angels","Castellan","Drop Assault Vanguard","Space Wolves","Inspiring Presence","5","Master of Signals",""
"PJ","0123","Questoris Knights","Crusade","","","The Death of Flesh","8","Seneschal",""
"KM","0124","Shattered Legions","Castellan","Armoured Spearhead","","Puissant Commander","3","Esoterist",""
"HC","0125","Thousand Sons","Onslaught","Pride of the Legion","","Battlefield Analysis","3","Centurion",""
"AZ","0126","Sons of Horus","Leviathan","Angel's Wrath","","Glorious Renown","4","Champion",""
"IE","0127","Word Bearers","Crusade","Armoured Spearhead","","Master of Mechanisms","6","Primus Medicae",""
"BE","0128","Questoris Knights","Crusade","","Sons of Horus","Perfected Targeting","8","Archmagos Draykavac",""
"SY","0129","Death Guard","Onslaught","","","Master of the Vanguard","5","Armistos",""
"ZL","0130","Sons of Horus","Castellan","","World Eaters","The Dust of a Thousand Worlds","11","Praetor",""
"VF","0131","Iron Hands","Onslaught","Angel's Wrath","","Predictive Augury","12","Vigilator",""
"TW","0132","Dark Angels","Onslaught","","","Marcher Lord","14","Praetor",""
"XW","0133","Raven Guard","Leviathan","Orphans of Betrayal","","Void Walker","13","Champion",""
"FC","0134","Word Bearers","Castellan","","","Master of Defence","5","Praetor Tribune",""
"NO","0135","Imperial Fists","Onslaught","Sacrificial Offering","","Shattering Bombardment","13","Armistos",""
"OZ","0136","Dark Angels","Crusade","","Blackshields","Connoisseur of Alien Curios","10","Centurion",""
"UE","0137","Iron Hands","Onslaught","Drop Assault Vanguard","","Beloved of the People","11","Moritat",""
"GV","0138","Word Bearers","Castellan","","","Master of Manoeuvre","4","Praevian",""
"GW","0139","Night Lords","Castellan","Zone Mortalis Assault Force","","Immovable Object","4","Praetor",""
"DC","0140","Iron Warriors","Castellan","Sacrificial Offering","Questoris Knights","Marcher Lord","7","Praetor",""
"WN","0141","Emperor's Children","Castellan","Brethren of Iron","","Divide to Conquer","9","Moritat",""
"WO","0142","Space Wolves","Leviathan","","Shattered Legions","Conqueror of Cities","7","Praevian",""
"VQ","0143","Death Guard","Onslaught","Drop Assault Vanguard","","Puissant Commander","9","Centurion",""
"XQ","0144","Imperial Fists","Castellan","Hammerfell Strike Force","","Connoisseur of Alien Curios","14","Chaplain",""
"LA","0145","Night Lords","Leviathan","Legion Recon Company","","Tenacity","9","Delegatus",""
"FT","0146","Militia & Cults","Castellan","","","Battlefield Analysis","12","Discipline Master",""
"VA","0147","Iron Warriors","Onslaught","","","Siege Master","15","Primus Nullificator",""
"EY","0148","Space Wolves","Castellan","","","Hell Rider","10","Herald",""
"ZO","0149","Night Lords","Crusade","","","Master of Offence","1","Siege Breaker",""
"VC","0150","Death Guard","Crusade","Sacrificial Offering","","Master of the Vanguard","1","Librarian",""
"JW","0151","Thousand Sons","Leviathan","Fury of the Ancients","","Night Attacker","14","Librarian",""
"AC","0152","Blood Angels","Crusade","Fury of the Ancients","","Shattering Bombardment","14","Chaplain",""
"VA","0153","Imperial Fists","Leviathan","Armoured Spearhead","","Strategic Genius","9","Praetor",""
"SY","0154","Night Lords","Leviathan","Sky Hunter Phalanx","","Blind Barrage","3","Armistos",""
"SI","0155","Space Wolves","Crusade","Legion Recon Company","","Divide to Conquer","13","Armistos",""
"KD","0156","Mechanicum","matrixOfRuin","Ordo Reductor","","Shattering Bombardment","6","Magos Dominus",""
"XM","0157","Questoris Knights","Leviathan","","Space Wolves","Favoured of Mars","9","Seneschal",""
"BM","0158","Solar Auxilia","Leviathan","","","Master of Defence","15","Auxilia Tank Commander",""
"JP","0159","Alpha Legion","Leviathan","","","Child of Terra","9","Esoterist",""
"SE","0160","Space Wolves","Leviathan","","","Paladin of Glory","15","Champion",""
"PJ","0161","Ultramarines","Leviathan","Pride of the Legion","","Connoisseur of Alien Curios","10","Siege Breaker",""
"JK","0162","Salamanders","Onslaught","After Isstvan","","Battlefield Analysis","12","Herald",""
"EU","0163","Militia & Cults","Castellan","","","Battlefield Analysis","7","Force Commander",""
"LM","0164","Night Lords","Leviathan","","","Marcher Lord","9","Armistos",""
"NJ","0165","Blackshields","Castellan","Orbital Assault","Blood Angels","Legendary Fighter","2","Master of Signals",""
"LH","0166","Blood Angels","Crusade","Fury of the Ancients","","Divide to Conquer","12","Centurion",""
"HM","0167","Shattered Legions","Crusade","Pride of the Legion","","Connoisseur of Alien Curios","9","Delegatus",""
"JY","0168","Space Wolves","Castellan","Fury of the Ancients","","Beloved of the People","11","Master of Signals",""
"DH","0169","Mechanicum","Castellan","","Questoris Knights","Master of Mechanisms","9","Archmagos Draykavac",""
"SJ","0170","Solar Auxilia","Crusade","","","Divide to Conquer","3","Legate Commander",""
"DZ","0171","Imperial Fists","Onslaught","","","Favoured of Mars","11","Forge Lord",""
"SM","0172","Dark Angels","Leviathan","","","Siege Master","7","Praetor",""
"CZ","0173","Iron Warriors","Leviathan","","Sons of Horus","Glorious Renown","6","Primus Medicae",""
"SQ","0174","Word Bearers","Crusade","Angel's Wrath","","Blind Barrage","11","Mortificator",""
"TR","0175","Salamanders","Crusade","Angel's Wrath","","Master of Offence","10","Librarian",""
"WS","0176","Iron Hands","Crusade","After Isstvan","","Intimidating Presence","6","Primus Medicae",""
"OO","0177","Questoris Knights","Crusade","","","Immovable Object","1","Seneschal",""
"VH","0178","White Scars","Leviathan","Pride of the Legion","","Siege Master","14","Champion",""
"BW","0179","Blackshields","Onslaught","","","Princeps of Deceit","11","Chaplain",""
"CX","0180","Dark Angels","Leviathan","","","World Burner","8","Praetor Tribune",""
"HY","0181","Iron Warriors","Leviathan","","","The Death of Flesh","1","Praevian",""
"DK","0182","Imperial Fists","Castellan","","","Bloody Handed","10","Centurion",""
"ZN","0183","Shattered Legions","Castellan","Armoured Breakthrough","Raven Guard","Master of Mechanisms","12","Master of Signals",""
"IS","0184","Raven Guard","Onslaught","Outcast Sons","","Inspiring Presence","5","Forge Lord",""
"WG","0185","Questoris Knights","Onslaught","","Iron Hands","Void Walker","14","Archmagos Draykavac",""
"ZJ","0186","Death Guard","Crusade","","","Inspiring Presence","3","Praevian",""
"UN","0187","Questoris Knights","Crusade","","Ultramarines","Perfected Targeting","3","Seneschal",""
"CP","0188","Sons of Horus","Crusade","","","Conqueror of Cities","4","Praevian",""
"ID","0189","Word Bearers","Leviathan","","","Coordinated Assault","4","Warmonger",""
"SY","0190","Dark Angels","Castellan","Sky Hunter Phalanx","","Child of Terra","4","Moritat",""
"JF","0191","Iron Warriors","Castellan","","","Target Priority","13","Praetor",""
"ZA","0192","Blackshields","Onslaught","Pride of the Legion","","Divide to Conquer","14","Centurion",""
"ST","0193","Night Lords","Leviathan","","Sons of Horus","Predictive Augury","13","Mortificator",""
"EQ","0194","Word Bearers","Castellan","The Dark Brethren","","Master of Defence","9","Armistos",""
"AM","0195","Alpha Legion","Leviathan","Outcast Sons","Iron Warriors","Immovable Object","13","Centurion",""
"SY","0196","Death Guard","Crusade","","","Blind Barrage","8","Champion",""
"VN","0197","Thousand Sons","Castellan","","","Inspiring Presence","10","Armistos",""
"UV","0198","Ultramarines","Leviathan","Armoured Breakthrough","Blood Angels","Master Tactician","13","Primus Nullificator",""
"JU","0199","Iron Hands","Onslaught","Orbital Assault","","Night Attacker","8","Armistos",""
"MJ","0200","Emperor's Children","Onslaught","Sky Hunter Phalanx","Blood Angels","Inspiring Presence","13","Primus Medicae",""
"UN","0201","Space Wolves","Crusade","Fury of the Ancients","","Coordinated Assault","8","Praetor",""
"QM","0202","Death Guard","Onslaught","Zone Mortalis Assault Force","","Immovable Object","6","Librarian",""
"MO","0203","Emperor's Children","Leviathan","","Iron Warriors","Battlefield Analysis","10","Librarian",""
"QB","0204","Blood Angels","Leviathan","Fury of the Ancients","","Paladin of Glory","10","Centurion",""
"AA","0205","Salamanders","Castellan","Sky Hunter Phalanx","","Coordinated Assault","11","Chaplain",""
"EP","0206","Word Bearers","Leviathan","Brethren of Iron","","Bloody Handed","10","Herald",""
"GH","0207","Questoris Knights","Leviathan","","","Indomitable","3","Archmagos Draykavac",""
"WX","0208","Salamanders","Crusade","Fury of the Ancients","","Bloody Handed","12","Librarian",""
"TO","0209","Iron Hands","Castellan","","","Master of Offence","4","Siege Breaker",""
"UL","0210","Mechanicum","Onslaught","Ordo Reductor","Blood Angels","The Death of Flesh","13","Archmagos Draykavac",""
"DN","0211","Shattered Legions","Onslaught","Primarch's Chosen","","Princeps of Deceit","7","Champion",""
"HN","0212","Militia & Cults","Crusade","","","World Burner","12","Rogue Psyker",""
"LK","0213","Solar Auxilia","Leviathan","","","Void Walker","9","Auxilia Tank Commander",""
"XM","0214","Night Lords","Leviathan","The Cross of Bone","","Inspiring Presence","2","Master of Signals",""
"ZH","0215","Iron Warriors","Leviathan","Primarch's Chosen","","Dread Rites","3","Praetor Tribune",""
"VA","0216","White Scars","Crusade","","","Bloody Handed","5","Librarian",""
"QZ","0217","Solar Auxilia","Castellan","","","Master Tactician","7","Lord Marshal Ireton MaSade",""
"LK","0218","Thousand Sons","Onslaught","Sacrificial Offering","","World Burner","5","Vigilator",""
"FG","0219","Death Guard","Leviathan","Armoured Spearhead","","Perfected Targeting","4","Praetor",""
"FT","0220","Raven Guard","Crusade","Pride of the Legion","","Merchant Princeling","12","Primus Medicae",""
"WY","0221","Dark Angels","Onslaught","Hunter-Killer Mission","White Scars","Tenacity","9","Warmonger",""
"UV","0222","Salamanders","Crusade","","","Beloved of the People","10","Siege Breaker",""
"YA","0223","Space Wolves","Leviathan","Hunter-Killer Mission","","World Burner","1","Centurion",""
"IU","0224","Raven Guard","Castellan","","Iron Warriors","Master of Defence","11","Primus Nullificator",""
"RW","0225","Death Guard","Leviathan","Angel's Wrath","","The Death of Flesh","1","Herald",""
"ZC","0226","Solar Auxilia","Leviathan","","","Predictive Augury","2","Strategos",""
"LX","0227","Emperor's Children","Leviathan","3rd Company Elite","","Master of the Vanguard","1","Champion",""
"TM","0228","Ultramarines","Castellan","Primarch's Chosen","Emperor's Children","Night Attacker","10","Mortificator",""
"VM","0229","Blackshields","Crusade","","","The Dust of a Thousand Worlds","9","Moritat",""
"EO","0230","World Eaters","Leviathan","Orphans of Betrayal","Night Lords","Bloody Handed","7","Praetor Tribune",""
"WQ","0231","Thousand Sons","Onslaught","","Iron Warriors","Master of Manoeuvre","1","Forge Lord",""
"RK","0232","Dark Angels","Leviathan","Armoured Breakthrough","","Princeps of Deceit","1","Moritat",""
"AL","0233","Night Lords","Leviathan","Orphans of Betrayal","","Glorious Renown","12","Master of Signals",""
"AH","0234","Night Lords","Onslaught","After Isstvan","","Divide to Conquer","14","Forge Lord",""
"HI","0235","Imperial Fists","Leviathan","Pride of the Legion","","Puissant Commander","10","Champion",""
"CS","0236","Salamanders","Leviathan","Pride of the Legion","Alpha Legion","Child of Terra","2","Master of Signals",""
"CX","0237","Militia & Cults","Leviathan","","","Glorious Renown","9","Rogue Psyker",""
"SW","0238","Death Guard","Leviathan","Legion Recon Company","","Divide to Conquer","3","Praetor Tribune",""
"FK","0239","Death Guard","Leviathan","Drop Assault Vanguard","","Ruthless Tyrant","3","Primus Medicae",""
"XR","0240","Shattered Legions","Leviathan","Outcast Sons","Sons of Horus","Master of Manoeuvre","3","Forge Lord",""
"HS","0241","Blackshields","Onslaught","Primarch's Chosen","","Blind Barrage","5","Siege Breaker",""
"AC","0242","World Eaters","Leviathan","","","Child of Terra","7","Praetor",""
"XZ","0243","Alpha Legion","Onslaught","","","Strategic Genius","10","Armistos",""
"GB","0244","Night Lords","Onslaught","","","Dread Rites","8","Herald",""
"JN","0245","Blood Angels","Onslaught","After Isstvan","","Puissant Commander","2","Master of Signals",""
"EA","0246","Mechanicum","Onslaught","Ordo Reductor","","Battlefield Analysis","3","Archmagos Dominus",""
"ZD","0247","Death Guard","Crusade","Zone Mortalis Assault Force","","Princeps of Deceit","8","Esoterist",""
"HB","0248","Salamanders","Crusade","","","Child of Terra","7","Primus Nullificator",""
"WZ","0249","Alpha Legion","Crusade","","","Master of Manoeuvre","12","Herald",""
"TU","0250","Shattered Legions","Castellan","","Solar Auxilia","Divide to Conquer","5","Siege Breaker",""
"IS","0251","Blackshields","Castellan","","","Indomitable","8","Primus Medicae",""
"UX","0252","World Eaters","Castellan","Angel's Wrath","Iron Warriors","Battlefield Analysis","15","Chaplain",""
"FC","0253","Militia & Cults","Crusade","","","Princeps of Deceit","10","Rogue Psyker Alpha",""
"QA","0254","World Eaters","Crusade","The Crimson Path","","World Burner","15","Primus Medicae",""
"PY","0255","Space Wolves","Leviathan","Outcast Sons","Imperial Fists","Child of Terra","12","Praetor",""
"XW","0256","Raven Guard","Crusade","","White Scars","Coordinated Assault","14","Forge Lord",""
"YM","0257","Alpha Legion","Crusade","Legion Recon Company","","Battlefield Analysis","8","Esoterist",""
"QZ","0258","Shattered Legions","Onslaught","","Emperor's Children","Robber Baron","7","Esoterist",""
"NV","0259","Blackshields","Castellan","Armoured Breakthrough","","Dread Rites","9","Forge Lord",""
"VN","0260","Dark Angels","Castellan","The Storm of War","","Master of Ambush","1","Chaplain",""
"LU","0261","Ultramarines","Leviathan","","","Strategic Genius","8","Primus Medicae",""
"HT","0262","Blood Angels","Castellan","","Mechanicum","Blind Barrage","3","Master of Signals",""
"OQ","0263","Dark Angels","Castellan","Pride of the Legion","Blackshields","Favoured of Mars","15","Moritat",""
"ZF","0264","Death Guard","Crusade","","","Puissant Commander","10","Warmonger",""
"HK","0265","Salamanders","Leviathan","","","Uncanny Survivor","7","Centurion",""
"DF","0266","Space Wolves","Onslaught","After Isstvan","","Master of Defence","7","Champion",""
"AV","0267","Emperor's Children","Castellan","Armoured Breakthrough","","Immovable Object","12","Moritat",""
"QC","0268","White Scars","Leviathan","Zone Mortalis Assault Force","Salamanders","Uncanny Survivor","14","Warmonger",""
"KE","0269","Night Lords","Leviathan","","","Ruthless Tyrant","8","Centurion",""
"HB","0270","Word Bearers","Leviathan","Brethren of Iron","","Beloved of the People","8","Librarian",""
"GO","0271","Iron Hands","Leviathan","Company of Bitter Iron","","Tenacity","14","Vigilator",""
"SE","0272","Militia & Cults","Crusade","","","Legendary Fighter","7","Discipline Master",""
"IS","0273","Ultramarines","Crusade","Armoured Breakthrough","","Master of Mechanisms","8","Praetor Tribune",""
"VG","0274","Dark Angels","Crusade","","","Merchant Princeling","6","Herald",""
"OK","0275","Dark Angels","Castellan","","","Perfected Targeting","6","Praetor Tribune",""
"FI","0276","World Eaters","Castellan","Angel's Wrath","","Strategic Genius","9","Librarian",""
"MP","0277","Iron Hands","Leviathan","","","Dread Rites","6","Warmonger",""
"RT","0278","Sons of Horus","Onslaught","Drop Assault Vanguard","","Indomitable","14","Esoterist",""
"TK","0279","Alpha Legion","Onslaught","Zone Mortalis Assault Force","","Shattering Bombardment","8","Librarian",""
"DB","0280","White Scars","Onslaught","","","Perfected Targeting","15","Vigilator",""
"XY","0281","World Eaters","Onslaught","The Crimson Path","","Master of the Vanguard","1","Chaplain",""
"YG","0282","Word Bearers","Onslaught","Outcast Sons","Salamanders","Tenacity","8","Praetor Tribune",""
"DQ","0283","Alpha Legion","Crusade","","","Night Attacker","15","Siege Breaker",""
"YC","0284","Space Wolves","Leviathan","Zone Mortalis Assault Force","White Scars","Bloody Handed","8","Vigilator",""
"BV","0285","Blackshields","Crusade","Orbital Assault","","Glorious Renown","7","Forge Lord",""
"TL","0286","Night Lords","Castellan","","Questoris Knights","Indomitable","4","Mortificator",""
"OD","0287","Militia & Cults","Onslaught","","","Dread Rites","4","Platoon Commander",""
"LA","0288","Blood Angels","Castellan","Sky Hunter Phalanx","","Master of Offence","8","Siege Breaker",""
"GF","0289","Ultramarines","Castellan","","Word Bearers","Favoured of Mars","11","Delegatus",""
"MD","0290","Iron Hands","Crusade","","","Perfected Targeting","3","Moritat",""
